symbol,control_1,control_2,control_3,Hoxa1KN_1,Hoxa1KN_2,Hoxa1KN_3
A2M,7.7757,7.8172,7.606,8.5988,8.6342,8.6221
A4GALT,7.5048,7.6626,7.6124,8.9233,8.812,8.8381
AAAS,8.9854,9.0822,9.0553,8.8083,8.6981,8.7669
AACS,9.6064,9.7765,9.765,9.9611,9.9102,9.9895
AADAC,2.9547,2.348,3.3362,3.8708,4.33,4.4561
AADAT,6.6839,7.0289,7.0642,7.5699,7.4941,7.6068
AAGAB,9.707,9.5807,9.697,9.3187,9.3556,9.2913
AAK1,10.6507,10.8201,10.4591,9.9565,9.9632,9.7912
AAMDC,7.6822,7.9568,7.9076,8.3769,8.4857,8.3679
AAMP,10.5922,10.4555,10.5339,10.7344,10.6005,10.6599
AAR2,9.3568,9.3323,9.3798,9.3566,9.3472,9.3025
AARS1,11.6061,11.4325,11.4624,10.7153,10.7769,10.5959
AARS2,8.4685,8.396,8.4364,7.6176,7.7184,7.6307
AARSD1,4.2487,4.9161,5.2472,3.3754,4.3964,4.5596
AASDH,7.1456,6.9674,7.0642,7.1516,7.1342,6.8953
AASDHPPT,9.7579,9.7438,9.7476,9.9456,9.9755,10.0551
AASS,7.3138,7.3225,7.3137,7.5373,7.6922,7.5885
AATF,10.6416,10.6571,10.5864,10.5172,10.3761,10.4386
ABCA1,10.8129,10.7145,10.522,12.0555,11.9773,11.9762
ABCA10,2,3.5409,3.938,3.972,3.4107,3.604
ABCA13,3.808,3.3989,3.4556,3.8708,3.7525,3.947
ABCA2,10.093,10.0769,10.1802,10.4018,10.3843,10.4403
ABCA5,5.6519,4.9161,5.3119,5.3269,5.4215,4.7898
ABCA6,4.1505,2.6282,2.7255,4.464,3.9423,4.4561
ABCA7,5.8211,5.789,5.6739,6.9052,7.3756,7.3351
ABCA8,6.4355,6.141,6.254,6.639,6.2304,6.6122
ABCA9,4.5086,3.8985,3.6682,4.8831,4.8401,4.4561
ABCB1,4.7287,5.0646,5.1443,6.0827,6.0564,5.9901
ABCB10,8.623,8.442,8.521,6.6543,6.9024,6.7715
ABCB6,7.7169,7.591,7.7531,8.2667,8.1086,8.1449
ABCB7,7.3024,7.5662,7.345,7.6936,7.7054,7.7612
ABCB8,8.8075,8.6717,8.8308,8.2618,8.1763,8.3171
ABCB9,7.8558,7.9118,7.9181,7.6176,7.6246,7.5824
ABCC1,10.6981,10.5759,10.5806,10.9902,11.1718,10.9159
ABCC10,9.2835,9.2622,9.4226,9.7653,9.5173,9.7092
ABCC2,3.808,3.5409,3.8536,3.972,3.5338,3.604
ABCC3,8.3184,8.1741,8.1658,7.3988,7.2008,7.6601
ABCC4,11.33,11.2908,11.3329,13.2631,13.2165,13.3138
ABCC6,5.7888,5.5411,5.3432,5.4372,5.6012,4.9883
ABCC9,7.9464,8.185,7.9076,6.6694,6.6804,6.4331
ABCD1,8.8433,8.7795,8.9801,9.0357,8.9812,9.0791
ABCD3,9.9007,9.9913,10.0332,9.9764,10.0431,10.0562
ABCD4,7.8002,7.8172,7.8379,8.1201,8.0986,8.2722
ABCF1,8.4938,9.3175,9.7922,8.9296,9.4308,8.6428
ABCF2-H2BE1,10.7886,10.807,10.8087,10.539,10.4974,10.4746
ABCF3,9.7558,9.7675,9.7621,9.8788,9.8403,9.9011
ABCG1,4.9197,4.6908,5.0336,7.1836,7.21,7.2756
ABCG2,5.8526,6.0957,5.4903,8.4357,8.2044,8.5765
ABCG4,7.6556,7.9118,7.4849,8.0867,7.9406,7.6717
ABHD1,4.3406,4.9161,4.4213,4.7181,4.7915,4.7466
ABHD10,8.9123,8.8698,8.8796,7.8546,8.0427,7.8353
ABHD11,6.8179,7.2926,7.0067,6.8663,6.7199,6.6361
ABHD12,10.868,10.9014,10.9361,10.7602,10.739,10.7453
ABHD12B,3.9314,4.5634,4.5874,5.122,4.5208,4.6087
ABHD13,8.4272,8.5298,8.5413,9.549,9.4544,9.5249
ABHD14A,6.3047,6.442,6.3951,7.1623,7.0438,7.2135
ABHD14A-ACY1,4.3406,3.3989,2.904,2,2.5596,3.3961
ABHD14B,8.422,8.2588,8.3922,6.4934,6.5981,6.3197
ABHD15,7.8636,7.9313,7.9129,7.9753,7.8546,8.1532
ABHD16B,6.4766,6.8357,6.7032,7.173,7.1244,6.915
ABHD17A,10.333,10.1984,10.2664,9.903,9.88,9.9048
ABHD17B,7.4847,7.5991,7.6567,8.2767,8.0836,8.1573
ABHD17C,7.9967,7.892,7.954,8.731,8.6099,8.8095
ABHD18,6.4355,6.6444,6.7152,6.5103,6.9138,6.4601
ABHD2,11.578,11.6723,11.5931,11.5611,11.6184,11.5492
ABHD3,6.083,6.4953,6.0975,6.4589,6.1168,6.3489
ABHD4,9.2601,9.0588,9.1513,9.869,9.8522,9.8395
ABHD5,8.5622,8.6483,8.6642,8.9972,9.008,9.143
ABHD6,7.3363,6.9674,7.1104,7.1407,6.8909,7.3782
ABHD8,7.0261,7.2622,7.2978,7.0041,7.0746,7.0632
ABI1,9.8468,9.7783,9.8424,9.8408,9.9215,9.9614
ABI2,11.8843,11.8783,11.8053,11.7643,11.7528,11.7232
ABI3,3.5242,3.6702,3.6682,2.6149,3.7525,3.1531
ABI3BP,6.3047,6.3093,6.2206,5.6658,5.5438,5.611
ABITRAM,7.8558,7.5991,7.8158,8.1201,8.1525,8.1818
ABL1,11.6251,11.6082,11.6517,11.4138,11.3646,11.3766
ABL2,10.7208,10.8193,10.4804,10.6519,10.6643,10.6185
ABLIM1,9.0515,8.9768,9.0995,7.1298,7.5092,6.8654
ABLIM3,11.6159,11.5956,11.556,11.9967,11.9595,11.9389
ABR,9.9435,10.0885,10.3136,10.3569,10.0275,9.9964
ABRACL,8.6046,8.721,8.578,9.1235,8.8391,9.0439
ABRAXAS1,7.4847,7.3708,7.5667,7.4869,7.5242,7.5824
ABT1,8.1507,8.2536,8.2549,8.4089,8.3116,8.4169
ABTB1,7.2794,7.4268,7.2978,7.701,7.6588,7.8909
ABTB2,7.1456,7.1668,7.1901,7.4954,7.44,7.6484
ACAA1,9.2183,9.2285,9.2182,9.1069,9.1253,9.1513
ACAA2,9.315,9.3637,9.2619,7.9003,8.1857,8.1239
ACACA,9.4475,8.9579,8.7601,8.749,8.6749,8.7286
ACACB,5.8526,5.872,6.1692,7.6176,7.2465,7.6717
ACAD10,8.0247,8.0666,7.8865,8.0174,8.1621,7.9587
ACAD11,8.3792,8.3724,8.3734,9.8853,9.9327,10.0933
ACAD8,7.9168,7.8854,8.0986,9.1125,9.0317,9.09
ACAD9,9.095,9.1503,9.1884,8.7129,8.5887,8.709
ACADM,8.8859,9.0735,8.8363,8.4836,8.7112,8.5454
ACADS,5.8211,5.8172,6.0027,5.2882,5.2525,5.1952
ACADSB,8.2724,8.3093,8.5037,8.1582,8.2634,8.0144
ACADVL,11.5904,11.5605,11.628,11.485,11.4749,11.4746
ACAN,5.722,5.789,5.792,4.9835,5.0194,5.0606
ACAP1,4.427,4.0004,4.4213,4.5318,4.3964,4.7898
ACAP2,10.3288,10.3995,10.3868,10.9659,11.0456,11.089
ACAT1,9.6853,9.6685,9.7299,9.1801,9.152,9.1114
ACAT2,8.8628,8.9642,9.0482,8.0697,8.1428,8.0098
ACBD3,10.9533,10.969,11.0436,11.0022,11.0384,10.9177
ACBD4,5.3759,5.1109,5.3739,4.7181,4.9766,4.9507
ACBD5,8.9198,8.7759,8.6734,8.9577,9.1006,8.8985
ACBD6,9.0447,9.0617,9.0995,8.9791,8.992,8.8534
ACBD7,4.0451,3.6702,3.5658,3.2195,2.5596,3.1531
ACCS,4.5858,5.1109,5.4333,5.8095,5.6012,5.2885
ACD,7.7839,7.7309,7.8918,7.6712,7.8188,7.7558
ACE,6.4355,5.9505,6.0975,6.9555,7.2008,7.0719
ACER2,5.0883,4.9673,4.5874,7.4697,7.5092,7.4132
ACER3,8.2006,8.3241,8.3427,7.3337,7.4865,7.5885
ACHE,3.1705,3.7889,3.5658,4.5318,4.5208,4.2856
ACIN1,11.3911,11.3039,11.346,11.3894,11.3672,11.3811
ACKR4,2.7008,3.7889,3.0629,4.1552,4.7413,4.1595
ACLY,13.2716,13.3064,13.3582,12.796,12.7732,12.7406
ACMSD,2.9547,3.2413,2.7255,3.0447,4.1872,3.2797
ACO1,12.0225,11.9493,11.9301,10.7208,10.7477,10.654
ACO2,10.697,10.7651,10.8003,10.3604,10.3564,10.2542
ACOT1,6.5746,6.4777,6.7738,6.639,6.6804,6.3049
ACOT11,7.6822,7.647,7.6504,7.5939,7.6656,7.7227
ACOT13,8.1055,8.2741,8.0894,8.2568,8.2986,8.0941
ACOT2,8.4787,8.504,8.521,8.2315,8.4857,8.3355
ACOT4,3.1705,3.0644,2.7255,4.464,4.33,3.8686
ACOT7,10.4843,10.4499,10.6075,10.1778,10.2129,10.1189
ACOT8,8.1821,8.0899,8.1526,8.475,8.3201,8.4169
ACOT9,9.7929,9.8085,9.7908,9.3354,9.343,9.3805
ACOX1,9.8271,9.8517,9.8244,9.2167,9.343,9.2723
ACOX2,6.7525,6.5635,6.6541,4.7181,4.7915,4.6561
ACOX3,8.6944,8.7022,8.8473,8.2161,8.2044,8.1027
ACOXL,2.9547,4.4952,4.6387,2.6149,5.5142,5.4317
ACP1,10.1734,10.2355,10.2006,9.5934,9.62,9.5721
ACP2,9.0136,9.1195,9.12,9.4494,9.3886,9.4545
ACP3,4.7952,5.4359,5.1443,5.0312,5.3562,4.7898
ACP5,3.6731,3.3989,2.7255,6.0827,6.0147,6.1968
ACP6,7.0535,7.1447,7.0261,6.8263,6.8079,6.7715
ACP7,3.6731,3.2413,3.5658,3.2195,2.7747,3.8686
ACSBG1,4.7952,5.3224,4.0934,4.464,3.6473,4.0214
ACSF2,7.8002,7.6233,7.6379,7.1298,7.1342,7.0275
ACSF3,8.1633,8.1577,8.2995,8.2416,8.0886,8.2645
ACSL1,9.5401,9.5348,9.542,9.1828,9.245,9.1739
ACSL3,10.8757,10.8469,10.7847,11.0651,11.0527,11.0667
ACSL4,11.5874,11.7461,11.6462,12.8625,12.7298,13.0551
ACSL5,5.0883,5.1558,5.1794,4.3179,4.1101,4.5088
ACSL6,6.5555,6.5964,7.0357,6.4414,6.3187,6.4331
ACSM2A,3.3581,3.0644,4.0934,3.6442,3.5338,2.8607
ACSM2B,3.1705,4.4952,3.3362,3.8708,3.8505,4.2856
ACSS1,4.7287,5.4359,5.2799,3.8708,4.1872,4.2239
ACSS2,9.1721,9.1668,9.0315,8.4134,8.4352,8.601
ACSS3,5.54,5.5411,5.2472,4.7753,4.5208,5.1627
ACTA2,13.1762,13.1973,13.2158,11.9049,12.1156,11.8842
ACTB,16.9942,16.994,17.0674,16.0391,16.1658,16.0255
ACTBL2,3.5242,4.3484,4.1652,5.0312,5.2525,5.1627
ACTC1,4.659,4.6908,4.8712,4.464,4.9325,4.5596
ACTG1,16.6318,16.6414,16.7133,15.8394,15.9727,15.8702
ACTG2,13.0944,13.0791,13.1582,11.2414,11.3908,11.1057
ACTL10,3.6731,4.0004,3.8536,4.0665,4.1101,3.6977
ACTL6A,9.618,9.6032,9.4516,8.1689,7.9791,8.1407
ACTN1,14.6358,14.6063,14.6724,13.8601,13.896,13.8065
ACTN4,13.7308,13.7103,13.8036,12.9411,12.9605,12.8899
ACTR10,9.949,10.0128,9.8175,10.0419,10.1152,10.0584
ACTR1A,11.9061,11.9773,11.966,11.8478,11.8645,11.877
ACTR1B,9.4807,9.4741,9.5754,9.5117,9.613,9.6415
ACTR2,13.3423,13.3864,13.3656,12.6888,12.7789,12.7231
ACTR3,13.1242,13.217,13.1742,12.8435,12.9028,12.8826
ACTR3B,6.1353,6.1849,6.564,5.7819,5.6565,5.3761
ACTR5,6.6119,6.66,6.482,6.3875,5.8348,6.2127
ACTR6,7.8083,7.8172,7.7819,8.6263,8.4819,8.6863
ACTR8,9.1049,8.9516,8.9651,8.6796,8.6273,8.631
ACTRT3,6.1094,5.8172,5.4621,5.9149,5.8106,5.6815
ACVR1,10.1687,10.0696,10.2176,10.5533,10.6023,10.6349
ACVR1B,9.0031,8.8731,8.9876,10.6123,10.4571,10.6208
ACVR1C,2.9547,3.3989,3.4556,3.7619,3.8505,3.0143
ACVR2A,7.0535,6.66,6.6911,7.2045,7.1244,7.1895
ACVR2B,5.6519,5.8986,5.7691,9.2295,8.9703,9.1981
ACVRL1,7.2677,7.4359,7.3756,9.4798,9.4229,9.7245
ACYP1,5.7558,5.872,5.8145,5.6957,6.2485,5.8944
ADA,6.4766,6.5964,6.3495,6.4057,6.5406,6.5254
ADAL,6.5166,6.7795,6.8844,6.4934,6.5406,6.3916
ADAM10,11.9758,11.9453,11.9623,12.2672,12.3408,12.3306
ADAM11,4.1505,4.0004,3.5658,4.2388,4.33,4.4015
ADAM12,9.6018,9.5516,9.4244,9.8442,9.6912,9.7616
ADAM15,10.1951,10.185,10.226,10.3534,10.2924,10.3072
ADAM17,9.4082,9.3921,9.3493,9.4362,9.5155,9.5137
ADAM19,13.0483,13.1167,13.0664,14.2294,14.2172,14.2076
ADAM2,8.1251,8.2792,8.1961,8.1528,8.209,8.1899
ADAM22,2.9547,2.8627,3.5658,4.6587,4.1101,3.5038
ADAM23,9.2183,9.3708,9.3082,9.0328,8.9676,8.9423
ADAM28,3.1705,3.5409,2.904,3.3754,3.7525,2.8607
ADAM32,5.54,6.0957,6.1158,6.5103,6.284,6.2127
ADAM33,11.8847,11.859,11.7909,11.4914,11.4677,11.3521
ADAM8,3.9314,2.8627,3.5658,3.972,4.1101,4.2856
ADAM9,13.6853,13.6454,13.6935,13.066,13.1105,13.0736
ADAMTS1,12.7523,12.6685,12.7865,13.6422,13.6348,13.6637
ADAMTS10,6.9405,6.4953,6.7623,6.8794,7.3756,6.9817
ADAMTS12,11.4594,11.375,11.3714,11.6031,11.5584,11.5286
ADAMTS13,4.2487,3.7889,4.0178,4.5967,4.3964,4.5596
ADAMTS14,5.3318,4.7505,4.9547,5.4014,5.2879,5.1627
ADAMTS15,7.3363,6.8219,7.0453,7.2755,7.5536,7.3711
ADAMTS19,5.7558,6.0957,5.7223,7.6176,7.9899,7.6188
ADAMTS2,11.4125,11.4342,11.5489,12.062,12.0929,12.0496
ADAMTS3,6.0009,6.4053,6.1338,6.4763,6.4019,6.6001
ADAMTS4,5.8211,5.3224,6.0027,5.5723,5.5438,5.6815
ADAMTS5,6.7014,6.6286,6.7966,9.0646,9.3025,9.504
ADAMTS6,8.39,8.7135,8.5003,7.3805,7.6036,7.1403
ADAMTS7,8.8821,8.7867,8.9901,11.0471,10.8806,11.089
ADAMTS9,5.7888,5.6072,5.6739,7.5039,7.5752,7.5132
ADAMTSL1,9.5807,9.5663,9.8189,7.173,7.3082,6.9247
ADAMTSL3,5.9724,6.5964,6.0027,6.3875,6.7456,6.6826
ADAMTSL4,7.848,7.5828,7.9438,8.1091,8.0427,8.1614
ADAMTSL5,7.5147,7.5155,7.5332,6.9555,7.0644,6.9052
ADAP1,6.083,6.4053,6.1516,7.1298,7.0438,7.2526
ADAP2,4.5858,5.0168,4.6387,5.7819,5.7611,5.6349
ADAR,12.2261,12.1991,12.1996,12.2525,12.3302,12.3117
ADARB1,9.4757,9.3897,9.3929,8.5668,8.5084,8.6161
ADAT1,8.6636,8.5759,8.6297,8.7238,8.7145,8.775
ADAT2,6.1608,5.9757,5.792,6.1916,6.418,6.3489
ADAT3,5.4603,5.7009,5.3119,6.5761,6.3357,6.6595
ADCK1,6.1858,5.9757,6.1338,5.8632,6.2304,6.0971
ADCK2,7.7254,7.5662,7.4129,6.4057,6.284,6.0971
ADCK5,6.7014,6.8357,6.4099,6.5436,6.5696,6.7715
ADCY1,3.808,3.6702,3.938,4.2388,4.3964,4.2239
ADCY2,3.6731,2.8627,3.3362,3.5161,3.276,3.947
ADCY3,9.4267,9.5155,9.4569,10.3674,10.3833,10.436
ADCY5,3.808,4.2689,4.0934,4.1552,3.6473,3.7856
ADCY6,10.3933,10.403,10.365,10.8822,11.0016,10.9555
ADCY7,8.8628,8.6045,8.8169,7.6485,7.6246,7.804
ADCY9,10.2119,10.2065,10.2458,9.7332,9.8298,9.7684
ADD1,12.3377,12.3644,12.3791,12.3165,12.3283,12.3098
ADD2,6.3932,6.2484,5.8367,6.3504,6.2485,6.4601
ADGB,3.6731,3.7889,3.3362,3.0447,3.8505,3.2797
ADGRA2,11.8018,11.7142,11.778,11.6193,11.6642,11.4988
ADGRA3,10.1209,10.0113,10.0151,11.3623,11.2219,11.5142
ADGRB2,8.8394,8.7579,8.7888,8.634,8.6307,8.4875
ADGRE2,3.5242,4.0004,3.3362,4.3179,4.5208,5.0954
ADGRE3,5.1404,3.7889,2,5.2484,4.8401,4.5596
ADGRE5,9.4782,9.4473,9.5285,9.7188,9.5173,9.8031
ADGRF1,3.808,4.5634,3.6682,3.2195,4.33,3.8686
ADGRG1,8.0038,8.0607,8.1213,6.6235,6.5406,6.6711
ADGRG2,3.5242,3.7889,3.938,3.3754,4.4599,3.7856
ADGRG6,8.9746,9.0529,8.9576,8.1689,8.4742,8.4272
ADGRL1,6.9257,6.903,6.8629,7.3146,7.2555,7.3278
ADGRL2,9.095,8.9737,8.8929,9.9014,9.9088,9.9231
ADGRL3,4.9781,5.9248,5.6983,9.3821,9.3639,9.6192
ADGRL4,8.2666,8.2792,8.3504,6.4934,6.8909,6.6361
ADGRV1,4.659,3.5409,3.0629,4.7753,3.8505,4.5088
ADH1B,4.5858,4.4952,4.2989,4.464,4.1101,4.2856
ADH4,6.3496,7.2519,5.518,5.725,6.2121,6.0798
ADH5,11.3412,11.3384,11.3363,11.6275,11.6361,11.5783
ADHFE1,5.0343,5.4359,5.2472,5.122,5.4215,4.8317
ADI1,10.1982,10.2588,10.1953,10.5554,10.5603,10.4638
ADIPOR1,10.6337,10.7312,10.728,9.987,10.0802,9.9483
ADIPOR2,10.1418,10.1971,10.1628,10.6997,10.6951,10.8084
ADIRF,4.9197,5.2415,5.3432,4.2388,4.4599,4.2856
ADK,9.1784,9.2047,9.2762,8.1256,8.3287,8.1818
ADM,10.145,10.0856,10.1824,10.5876,10.563,10.608
ADM2,8.7749,8.4953,8.5072,6.3504,6.7328,6.1968
ADNP,10.4905,10.3925,10.4609,10.5472,10.5621,10.602
ADNP2,8.7118,8.6832,8.7455,8.8219,8.8181,8.8432
ADO,8.9161,9.0705,9.0048,9.2797,9.3681,9.5056
ADORA1,5.0343,4.6285,4.6883,6.3123,5.6834,5.8542
ADORA2A,2,3.5409,2.5217,3.0447,4.8401,4.2856
ADORA2B,6.7356,6.4777,6.0604,7.2149,7.0947,7.1486
ADORA3,6.9839,6.9161,6.987,6.8663,6.6937,6.8754
ADPGK,10.4665,10.3772,10.3449,9.6631,9.701,9.807
ADPRHL1,4.1505,3.3989,3.5658,3.5161,3.5338,3.7856
ADPRM,6.2104,6.269,6.4099,7.1188,7.3674,7.1235
ADPRS,8.7458,8.8009,8.7129,8.7631,8.6749,8.7006
ADRA1B,5.54,4.6908,4.8712,2.8457,3.8505,2.6888
ADRA1D,4.5086,3.7889,4.3614,2.8457,3.276,2.6888
ADRB2,5.7558,5.6704,5.518,4.464,4.5791,5.0954
ADRM1,11.0544,11.0588,11.0555,11.0022,11.0155,11.0563
ADSL,10.221,10.1768,10.1317,10.0749,10.1164,10.0573
ADSS1,5.0343,4.9673,5.1443,5.0312,4.3964,5.227
ADSS2,10.3161,10.3043,10.3361,11.0435,11.0456,11.1126
ADTRP,4.1505,4.5634,5.0714,4.3179,4.4599,4.7898
AEBP1,8.2128,7.9568,8.1789,6.639,6.9363,6.8035
AEBP2,8.9711,9.0764,9.129,9.1588,9.3132,9.3025
AEN,10.5829,10.7051,10.6259,11.0289,11.0135,11.0717
AFAP1,12.6098,12.6266,12.6093,12.1587,12.2783,12.1561
AFAP1L1,7.4124,7.454,7.6188,6.8127,7.0542,7.2214
AFAP1L2,2.3925,3.5409,3.0629,4.5967,3.9423,4.4015
AFDN,9.1564,9.0764,9.1424,8.7596,8.7403,8.7258
AFF1,9.6225,9.7873,9.5302,9.3589,9.3154,9.3081
AFF2,5.0343,4.4952,4.8276,4.2388,4.33,4.5596
AFF3,9.6407,9.7328,9.6586,10.1294,10.1323,9.9708
AFF4,11.9892,12.0474,11.8325,11.8474,11.9786,11.8969
AFG1L,5.8211,5.2825,5.8585,5.2882,5.6565,5.4588
AFMID,7.3138,7.342,7.3372,6.8663,6.8677,6.9817
AFTPH,8.4532,8.4006,8.6734,8.6107,8.5159,8.672
AGAP1,9.1877,9.1832,9.2204,10.4497,10.2804,10.5016
AGAP2,7.6285,7.7383,7.8865,8.1848,8.0785,7.996
AGAP3,10.0202,9.9361,9.9906,10.754,10.6516,10.7113
AGAP4,6.0562,5.9248,5.88,5.8095,5.7097,5.9526
AGAP5,4.9781,5.0168,4.9947,5.8095,5.3892,5.6815
AGAP6,6.8179,6.8357,6.5903,6.9305,6.9363,6.5381
AGAP9,5.9724,5.6704,5.9427,5.9401,5.9718,5.6349
AGBL3,3.1705,4.0956,3.7639,3.5161,3.4107,3.604
AGBL4,2.3925,3.2413,2.7255,3.2195,2.5596,3.6977
AGBL5,8.7583,8.7432,8.6826,8.081,8.1668,8.41
AGER,3.5242,4.1849,5.1443,5.0773,3.9423,4.6087
AGFG1,10.4563,10.4374,10.4891,10.3685,10.5153,10.5409
AGFG2,7.6909,7.7383,7.6814,6.9431,6.9585,7.0002
AGGF1,9.0515,9.0168,9.0073,9.0328,9.0576,9.1114
AGK,8.2666,8.6126,8.6796,8.2416,8.2044,8.0636
AGL,8.5859,8.6483,8.4793,8.462,8.7844,8.5949
AGMAT,4.427,4.3484,4.1652,4.5318,4.8401,4.2856
AGO1,10.1029,10.148,10.1171,10.005,10.0366,10.0294
AGO2,10.4893,10.7478,10.4856,11.8888,11.8247,11.9089
AGO3,8.5527,8.6045,8.5003,8.7346,8.6648,8.7313
AGO4,7.6376,7.4268,7.5196,8.0639,8.1857,8.2178
AGPAT1,11.0235,11.0206,11.0549,11.3155,11.283,11.2956
AGPAT2,9.2921,9.1392,9.2822,9.5653,9.574,9.5935
AGPAT3,11.1093,11.1294,11.1065,11.375,11.3134,11.3557
AGPAT4,7.3251,7.4359,7.4919,8.2618,8.3747,8.3355
AGPAT5,8.2607,8.3241,8.5747,8.306,7.9069,8.3134
AGPS,9.739,9.8294,9.9287,10.0735,10.1648,10.1872
AGR3,7.2321,7.4629,7.1901,7.5207,7.2909,7.1235
AGT,4.1505,4.1849,4.5341,6.0599,5.7097,5.5867
AGTPBP1,7.423,7.342,7.3372,7.0511,7.0847,6.814
AGTR1,3.9314,4.4952,4.5341,4.2388,4.4599,4.5596
AGTRAP,8.543,8.4099,8.5003,9.0473,8.8451,9.1007
AHCTF1,10.5301,10.4577,10.4707,10.4119,10.4444,10.3929
AHCY,10.9165,10.8088,10.9457,9.8998,9.8786,9.7273
AHCYL1,11.4184,11.3505,11.3681,11.3808,11.403,11.3285
AHCYL2,8.0924,8.0548,8.1961,7.2045,7.6106,7.4337
AHDC1,9.4188,9.4873,9.5454,9.0298,9.0627,8.966
AHI1,8.9011,8.8323,8.7308,9.3867,9.2383,9.2969
AHNAK,15.6437,15.7671,15.4241,14.7685,14.7641,14.5469
AHNAK2,9.7284,9.7603,9.6414,8.0291,7.8368,7.7116
AHR,9.6475,9.6011,9.5182,11.2795,11.1778,11.4634
AHRR,10.1482,10.1958,10.2396,10.3766,10.4513,10.4215
AHSA1,10.5459,10.5593,10.6107,10.7089,10.631,10.5944
AHSA2P,7.6734,7.2415,7.3372,8.2109,8.0323,8.0006
AIDA,11.3837,11.4297,11.378,11.1533,11.1461,11.1174
AIFM1,9.2031,9.3126,9.2782,9.1235,9.1591,9.1135
AIFM2,7.7254,8.0005,7.7647,8.6067,8.5381,8.7884
AIFM3,3.6731,2.8627,3.206,3.8708,3.7525,3.7856
AIG1,8.0385,7.9757,7.7762,7.1516,7.2284,6.8035
AIMP1,9.5546,9.4982,9.3318,9.1069,9.2062,9.1901
AIMP2,8.6813,8.8426,8.7219,8.4179,8.4392,8.4476
AIP,8.8859,8.7173,8.9061,8.8554,8.8029,8.8147
AIPL1,9.1179,9.3469,9.2537,9.3519,9.22,9.3734
AJM1,6.6303,6.6444,6.6911,6.3875,6.1935,6.3197
AJUBA,10.1466,10.1659,10.2239,9.9158,9.8433,9.8279
AK1,9.7263,9.7402,9.6787,9.6228,9.5359,9.5313
AK2,10.4843,10.5394,10.5457,9.8458,10.005,9.9848
AK3,9.9868,10.0295,9.998,10.514,10.6084,10.6526
AK4,7.6193,7.3991,7.4779,5.8893,6.0564,5.562
AK5,10.2286,10.3581,10.2766,10.5856,10.6067,10.5424
AK6,6.2817,7.6072,7.3372,7.1188,7.2733,7.4337
AK9,6.1094,5.8986,5.518,6.0367,6.0147,5.7705
AKAP1,7.7757,7.7235,7.7933,7.7729,7.6452,7.6188
AKAP10,9.0549,8.9737,9.0624,9.1263,9.2473,9.1346
AKAP11,10.5615,10.5759,10.5254,11.0808,11.1431,11.227
AKAP12,11.4892,11.5257,11.5063,12.3603,12.2432,12.36
AKAP13,10.2376,10.2843,10.0175,10.2837,10.373,10.2465
AKAP17A,9.0851,9.041,9.0315,9.1828,9.1829,9.218
AKAP5,5.3759,5.4718,5.8367,4.7181,3.7525,4.0921
AKAP6,5.0883,5.6072,4.5341,8.4044,8.4273,8.5038
AKAP7,4.9197,5.4359,5.518,5.2484,5.4839,5.6584
AKAP8,8.7625,8.8731,8.9851,8.6908,8.6307,8.6516
AKAP8L,9.1721,9.2775,9.266,9.2422,9.3261,9.2041
AKAP9,10.3566,10.0474,10.1921,10.7917,10.9164,10.7106
AKIP1,8.3296,8.2485,8.1918,8.53,8.4857,8.4743
AKIRIN1,11.0829,11.1946,11.1492,9.4094,9.5042,9.3283
AKIRIN2,9.1532,9.2442,9.2013,8.9577,8.9034,9.0077
AKNA,8.3013,8.0189,8.2549,7.0853,7.1631,7.1065
AKR1A1,9.7027,9.6991,9.706,9.5551,9.5669,9.5721
AKR1B1,11.1512,11.1496,11.119,11.6439,11.3385,11.8438
AKR1B10,5.8526,5.4718,5.5718,4.7753,5.1406,5.0954
AKR1B15,4.8588,5.1109,4.6883,4.5967,5.4215,4.5088
AKR1C1,7.5343,7.5745,7.4129,9.5096,9.3701,9.7548
AKR1C2,4.9781,5.2415,5.1083,6.9179,6.418,7.1651
AKR1C3,3.5242,3.3989,3.0629,4.1552,4.5208,4.4015
AKR1D1,4.427,5.4359,5.2799,5.2484,4.8401,5.0954
AKR1E2,3.808,4.0956,4.4788,3.5161,3.8505,3.2797
AKR7A2,9.315,9.2596,9.3063,9.3472,9.2916,9.1881
AKT1,11.8002,11.8492,11.8932,11.9172,11.8985,11.8625
AKT1S1,10.8368,10.7022,10.8542,11.1322,11.0175,11.0323
AKT2,11.0218,11.1468,11.0789,10.7523,10.8542,10.726
AKT3,10.0579,9.7693,9.9869,10.4574,10.1299,10.4377
AKTIP,8.1759,8.0607,8.0894,7.6485,7.6176,7.6946
ALAD,9.1596,9.142,9.0741,8.5006,8.6581,8.4941
ALAS1,9.4706,9.4895,9.4992,9.9456,9.8418,10.0147
ALAS2,6.3716,5.8449,6.9159,7.1078,5.8819,6.6941
ALCAM,12.9254,12.964,12.9848,11.6957,11.8582,11.6755
ALDH16A1,8.0924,8.1741,8.2508,8.0524,8.0684,8.1979
ALDH18A1,11.4911,11.4478,11.4911,10.2489,10.3864,10.1922
ALDH1A3,7.6645,7.3897,7.5799,8.1742,8.2986,8.149
ALDH1B1,9.5008,9.4176,9.4676,7.2149,7.4321,7.115
ALDH1L1,3.1705,3.0644,2.5217,3.6442,4.2603,2.8607
ALDH1L2,10.9919,10.8948,10.8157,8.1795,8.4819,7.7934
