symbol,control_1,control_2,control_3,Hoxa1KN_1,Hoxa1KN_2,Hoxa1KN_3
NPRL3,9.694,9.6213,9.7402,9.2115,9.3346,9.3787
NPTN,12.0095,11.9948,12.0318,12.0326,12.0204,12.0222
NPTX1,12.4094,12.3321,12.4432,14.2179,13.9709,14.2063
NPTXR,8.3519,8.4689,8.3771,8.6224,8.4819,8.5391
NPW,4.1505,4.0956,4.7363,4.6587,4.4599,4.2239
NQO1,11.9437,11.8945,11.8709,11.6929,11.711,11.8179
NQO2,8.9675,8.8832,8.7426,8.4922,8.2899,8.5263
NR1D1,7.8866,7.9183,8.0087,8.3584,8.2855,8.4204
NR1D2,9.8111,9.9425,10.0175,10.3129,10.3833,10.4258
NR1H2,9.9617,10.0204,9.9492,10.6055,10.5667,10.744
NR1H3,6.4145,6.442,6.2374,6.1272,6.3187,5.9714
NR1I3,6.9108,6.9674,6.9468,8.3109,8.0986,8.2835
NR2C1,7.7921,7.6704,7.8543,7.9445,8.0165,8.1155
NR2C2,9.799,9.7657,9.5704,9.99,9.9984,10.0484
NR2C2AP,6.3047,6.3866,6.4099,6.0599,5.5142,6.1311
NR2E1,2.9547,2.6282,2.5217,3.0447,3.9423,3.0143
NR2F1,10.9024,10.8956,10.9399,11.1997,11.1677,11.2349
NR2F2,11.9941,11.9975,12.0831,11.2471,11.408,11.3105
NR2F6,9.5377,9.445,9.5966,9.8869,9.6978,9.7148
NR3C1,10.709,10.7714,10.7911,11.1733,11.0801,11.1907
NR3C2,7.2441,7.3126,7.2408,5.725,5.5142,5.4042
NR4A1,6.3047,6.8219,6.6162,8.4401,8.5744,8.7286
NR4A2,5.7888,6.141,6.1865,10.2387,10.1589,10.4352
NR4A3,5.1404,5.1993,5.3119,7.5455,7.5242,7.5003
NR5A2,3.5242,3.6702,3.3362,5.2484,4.9325,5.3183
NRAS,11.1583,11.1709,11.1674,11.1137,11.1848,11.1582
NRBF2,9.1049,9.1503,9.1335,9.2422,9.1876,9.1093
NRBP1,11.4529,11.4342,11.4845,11.6458,11.6536,11.6092
NRCAM,4.9197,4.7505,5.1443,4.3179,4.3964,5.7267
NRDC,11.9587,11.98,12.0017,11.951,12.0008,11.9826
NRDE2,7.9537,7.6233,7.8759,7.9631,7.9627,7.8506
NREP,11.921,11.8645,11.8675,11.9767,12.2594,11.9747
NRF1,7.3024,7.6704,7.8971,7.6408,7.4242,7.5824
NRG1,9.1244,9.1053,9.1819,11.7479,11.4849,11.8742
NRGN,7.8163,7.9568,8.0472,7.1941,6.9803,7.1065
NRIP1,10.0731,10.2289,10.1671,8.9484,9.1969,9.1325
NRIP2,4.5086,4.3484,4.8712,4.3179,3.8505,3.947
NRIP3,9.0818,9.1558,9.1109,8.6833,8.7593,8.8069
NRK,8.5137,8.4997,8.5244,6.98,7.0746,6.9723
NRL,3.808,2.8627,3.8536,4.0665,4.1101,3.604
NRM,5.1907,5.2825,5.2799,4.5318,4.2603,4.4015
NRP1,12.8911,12.9127,12.9458,12.3101,12.3136,12.2673
NRP2,10.7378,10.6236,10.6338,10.4876,10.6893,10.4077
NRROS,3.808,4.3484,3.6682,5.8632,5.6565,5.7043
NRSN1,5.3318,5.8172,5.3119,5.1654,4.887,5.3475
NRSN2,9.707,9.6549,9.7269,9.056,8.9539,9.0964
NRXN3,8.8235,9.035,8.9008,6.4934,7.2909,6.7388
NSA2,9.8468,9.7783,9.7894,9.7494,9.7383,9.7643
NSD1,10.5191,10.5994,10.4384,10.1294,10.0327,9.9267
NSD2,10.9542,11.0335,11.0478,9.2448,9.1899,9.0282
NSD3,10.2976,10.426,10.2756,11.1892,11.1144,11.153
NSDHL,8.8315,8.5718,8.7396,9.1125,9.1423,9.2101
NSF,9.7889,9.8225,9.921,9.2346,9.4129,9.3043
NSFL1C,10.1176,10.1686,10.1517,9.9221,9.9425,9.8497
NSG1,5.4187,5.7009,5.6739,7.7588,7.4635,7.8909
NSL1,8.5478,8.5383,8.4508,8.2366,8.2365,8.2178
NSMAF,9.523,9.5663,9.6128,9.8223,9.7856,9.865
NSMCE2,7.7169,7.7085,7.5667,8.0233,8.0006,8.1239
NSMCE3,7.4439,7.5155,7.5601,7.2354,7.1439,7.1733
NSMCE4A,7.2794,7.5828,7.6629,7.2149,7.0746,7.2982
NSRP1,9.1969,9.142,9.2496,9.4318,9.3451,9.2474
NSUN2,10.4691,10.504,10.5143,9.3682,9.5414,9.4461
NSUN3,6.9108,6.5964,6.6789,7.6712,7.2192,7.5638
NSUN4,8.237,8.0128,8.0708,8.4445,8.5344,8.5765
NSUN5,7.7757,7.8787,7.7236,7.8678,7.9182,7.8759
NSUN6,6.4766,6.46,6.2703,6.1916,6.284,6.1142
NT5C,7.7675,7.7309,7.7057,7.6018,7.5316,7.7666
NT5C2,10.6641,10.7051,10.6401,9.9703,9.9397,9.9424
NT5C3A,7.9243,8.031,8.0281,8.5424,8.5564,8.604
NT5C3B,9.1784,9.2232,9.2119,9.2011,9.1922,9.1534
NT5DC1,8.1507,8.4909,8.23,8.0291,8.2767,8.2336
NT5DC2,11.8357,11.8534,11.8682,11.2319,11.2179,11.1725
NT5DC3,8.5717,8.7902,8.7543,7.4435,7.5017,7.4132
NT5E,13.8434,13.8438,13.8889,12.6358,12.6476,12.7375
NTAN1,8.6813,8.4555,8.4218,8.6107,8.5121,8.634
NTAQ1,6.9257,6.903,6.7152,6.4414,6.4652,6.29
NTF3,7.7757,7.8987,7.7472,6.2329,6.667,6.2127
NTHL1,7.1456,6.8898,7.1727,6.4414,6.6122,6.8654
NTM,9.9416,9.92,9.9416,9.3542,9.3388,9.2723
NTMT1,9.6018,9.6934,9.643,9.2797,9.3346,9.2493
NTN1,3.808,4.0004,3.4556,5.4372,4.9766,5.0954
NTN3,3.9314,3.6702,3.3362,2,2.3068,2.6888
NTN4,9.6765,9.6839,9.7751,9.3472,9.7415,9.321
NTNG1,6.1858,6.3484,6.629,4.9835,4.887,4.9507
NTNG2,6.0562,6.2276,6.3801,7.3805,7.3082,7.3424
NTPCR,8.1315,8.1242,8.3232,8.3348,8.1621,8.2019
NTRK3,3.1705,3.7889,3.7639,2.8457,3.1274,3.3961
NTSR1,8.2249,8.3772,8.5072,8.2914,7.9238,8.4941
NUAK1,9.295,9.3897,9.357,8.7561,8.6479,8.5167
NUAK2,8.7831,8.4644,8.7219,7.8809,7.7378,7.6601
NUB1,9.5878,9.647,9.5217,9.4538,9.3111,9.4291
NUBP1,7.5821,7.753,7.5467,7.7588,7.8839,7.6128
NUBP2,9.1373,9.0676,9.2204,9.3798,9.2981,9.3081
NUBPL,7.9243,7.7819,7.8759,7.3805,7.3339,7.6775
NUCB1,11.9335,11.8389,11.9496,12.2974,12.2725,12.2886
NUCB2,10.6818,10.6454,10.7183,10.0184,10.1481,9.9519
NUCKS1,12.4571,12.5559,12.4925,12.1058,12.167,12.1137
NUDC,10.9183,10.8288,10.815,10.4376,10.4405,10.5337
NUDCD1,9.0983,9.3052,9.1862,8.8849,9.0265,8.861
NUDCD2,7.9243,8.1072,8.0329,7.9445,8.0218,7.9681
NUDCD3,10.488,10.4374,10.4883,10.3995,10.3823,10.4613
NUDT1,7.8002,7.8102,7.8158,6.7571,7.0018,6.7929
NUDT10,4.659,4.2689,3.6682,4.2388,3.7525,3.6977
NUDT11,7.9093,8.0957,7.9489,7.9753,8.1525,7.9681
NUDT12,7.0937,6.9799,7.0067,6.3875,6.7456,6.5756
NUDT13,4.9197,5.789,5.4333,4.9342,4.7413,4.5088
NUDT14,6.8018,6.3484,6.6416,7.701,7.4001,7.7283
NUDT15,8.6138,8.5759,8.6041,7.9631,8.0936,8.0724
NUDT16,9.5107,9.5177,9.4587,9.4229,9.5061,9.4015
NUDT16L1,8.8195,8.8563,8.8253,8.7019,8.5923,8.607
NUDT17,4.9197,4.0956,3.938,4.0665,3.7525,3.6977
NUDT18,6.9696,7.0995,7.2072,6.8263,6.6261,6.8552
NUDT19,7.7424,7.8172,7.7647,8.0233,8.1998,7.9821
NUDT2,7.8636,7.8854,7.8102,7.8612,7.8781,7.8353
NUDT21,10.5687,10.6552,10.5516,10.3847,10.4385,10.4428
NUDT22,8.4272,8.3142,8.5141,8.8946,8.6682,8.7669
NUDT3,10.4317,10.6096,10.3698,10.5359,10.5747,10.4326
NUDT4,10.9515,11.0829,11.0111,11.3459,11.3631,11.3087
NUDT5,9.557,9.5198,9.48,9.5033,9.4967,9.5249
NUDT7,5.3759,4.7505,4.9136,4.6587,4.5791,4.3447
NUDT8,4.3406,4.6285,4.7827,4.7181,4.6352,4.7021
NUDT9,8.6725,8.6005,8.6673,8.9882,9.0369,9.0704
NUF2,7.7839,7.9441,8.0184,5.1654,5.3225,5.1952
NUFIP2,11.0476,11.0077,10.8657,11.2795,11.211,11.2275
NUMA1,11.6567,11.5485,11.678,12.1398,12.0992,12.0839
NUMB,10.9248,10.997,11.0328,11.0765,10.9624,11.082
NUMBL,9.7642,9.7512,9.7476,9.8525,9.8117,9.9207
NUP107,9.0344,9.0938,9.0121,8.6185,8.753,8.7479
NUP133,9.6962,9.7493,9.7592,9.8837,9.9299,9.7589
NUP153,10.3675,10.4215,10.3352,10.3117,10.3606,10.3762
NUP155,9.2921,9.3708,9.376,8.749,8.8919,8.8407
NUP160,9.5736,9.6153,9.703,9.617,9.7495,9.6634
NUP188,10.9795,11.0625,11.0286,10.82,10.7293,10.7357
NUP205,10.4563,10.47,10.5314,9.6345,9.7287,9.7951
NUP210,3.808,4.1849,4.5341,3.2195,3.9423,4.0214
NUP214,10.0697,10.0113,10.0126,9.7984,9.6862,9.7021
NUP35,7.1957,7.4084,7.1552,6.7852,6.4958,6.8552
NUP37,8.099,8.2639,8.1658,7.7083,7.6723,7.4201
NUP42,7.6285,8.0128,8.0472,7.848,7.9351,7.9634
NUP43,9.095,9.0764,9.1579,8.5049,8.4703,8.3715
NUP50,10.2759,10.2981,10.3478,10.7505,10.7643,10.7712
NUP54,8.7625,8.8865,8.6734,8.5217,8.5418,8.3821
NUP58,10.0579,10.1072,10.0769,10.0735,10.1529,10.2562
NUP62,10.1062,10.1727,10.2017,9.4296,9.4169,9.4444
NUP85,8.4988,8.7506,8.7039,8.3109,8.2811,8.3134
NUP88,9.618,9.6272,9.6694,9.1881,9.2269,9.2609
NUP93,9.8778,9.838,9.9906,9.5814,9.4853,9.4679
NUP98,11.152,11.2093,11.1939,11.1465,11.1546,11.0777
NUPR1,9.7642,9.6991,9.4888,9.5054,9.606,9.2818
NUS1,10.7958,10.7991,10.7818,10.5564,10.6934,10.6591
NUSAP1,9.0549,9.2775,9.2098,6.2732,6.4019,6.2127
NUTF2,10.7165,10.7786,10.8059,10.7496,10.7588,10.6401
NUTM2A,4.9197,4.9673,3.6682,3.3754,4.0287,4.2239
NUTM2B,3.3581,4.0956,4.5874,4.3928,3.8505,3.3961
NUTM2D,5.2863,5.1993,5.1443,4.8831,4.2603,4.9121
NUTM2G,4.1505,3.5409,3.8536,3.7619,3.6473,3.8686
NVL,8.1759,8.141,8.2425,7.8413,7.8368,7.7558
NXF1,9.8798,9.8483,9.9248,10.0749,10.0726,10.1083
NXN,11.062,10.9931,11.0111,10.5441,10.691,10.3448
NXNL2,5.9724,6.0005,6.0414,5.6353,5.6012,5.813
NXPE3,10.3852,10.3278,10.3293,9.7776,9.8522,9.7148
NXT1,6.9696,7.1777,7.0736,7.3432,7.0438,7.115
NXT2,5.8526,6.329,6.4246,6.3123,6.3856,6.3197
NYAP1,14.7161,14.6757,14.6772,14.9319,15.0229,14.9453
NYNRIN,9.0378,8.9954,9.1268,9.2321,9.1687,9.1241
OAF,10.098,10.1438,10.2654,10.7664,10.5703,10.7364
OARD1,7.1328,7.1993,7.0642,7.3337,7.5752,7.5196
OAS3,7.8243,7.7085,7.7296,5.7819,6.0768,6.3489
OAZ1,12.9713,12.9565,12.9281,12.825,12.7547,12.8071
OAZ2,10.4931,10.5116,10.5432,11.0623,11.1039,11.0815
OAZ3,5.2393,5.8449,5.9427,5.9892,5.3562,5.8744
OBI1,8.0385,8.0429,7.7177,7.7799,7.7943,7.9203
OBSCN,9.0378,8.9096,8.7716,9.7915,9.5248,9.8044
OBSCN-AS1,3.808,3.7889,4.0178,5.4014,4.7413,4.9883
OBSL1,9.5206,9.3827,9.487,9.706,9.6644,9.8136
OCEL1,5.9138,6.141,5.983,7.074,7.1631,6.991
OCIAD1,10.5179,10.4942,10.4874,10.9497,10.9678,10.9785
OCIAD2,7.2677,7.4982,7.4708,7.2251,7.2909,7.5946
OCLN,4.2487,4.6908,3.8536,4.1552,4.3964,4.7021
OCRL,10.2225,10.2104,10.1462,10.0919,10.142,10.0272
ODAD2,4.1505,3.8985,3.6682,3.0447,2.5596,3.1531
ODAD4,3.1705,3.2413,3.4556,3.972,3.1274,3.2797
ODC1,11.1512,11.2272,11.2722,12.1269,11.9803,12.1502
ODF2,9.9471,9.9757,10.0816,9.0002,9.1922,9.0813
ODF2L,8.8897,8.7973,8.7219,9.1454,9.0906,9.1029
ODR4,8.1759,8.0005,8.0281,8.6224,8.5709,8.5167
OFCC1,2.7008,3.0644,4.4788,3.5161,3.1274,4.2856
OFD1,7.6466,7.6858,7.6753,7.7229,7.8897,7.5885
OGA,11.039,11.038,11.0478,11.4786,11.4614,11.4617
OGDH,10.8299,10.8149,10.9283,10.1294,10.1908,10.1902
OGFOD1,10.3838,10.4283,10.4501,10.2209,10.1625,10.1617
OGFOD3,9.1179,8.9985,9.1469,9.3913,9.2062,9.3591
OGFR,9.9324,9.9726,9.9644,9.7529,9.606,9.6865
OGFRL1,10.0254,10.1727,10.1362,11.0921,11.0845,11.3646
OGG1,8.0657,8.0607,7.9691,7.5939,7.5966,7.7828
OGT,10.8853,10.6146,10.7559,10.904,10.9774,10.8938
OIP5,5.722,5.9757,6.2206,2.8457,3.4107,2.6888
OLA1,10.245,10.1917,10.1649,9.4494,9.5776,9.4393
OLFM1,4.1505,4.0956,4.3614,4.0665,4.6892,3.8686
OLFM2,7.7083,7.3897,7.7472,10.4464,10.4326,10.5821
OLFML2A,8.5765,8.5383,8.5878,8.6417,8.6614,8.4476
OLFML2B,5.3759,5.4718,5.4333,6.0131,6.284,5.611
OLFML3,9.9471,9.9003,9.9171,9.8508,9.77,9.8017
OLIG1,3.6731,2,2.904,4.1552,3.4107,3.7856
OLR1,8.0589,8.2588,8.1526,6.3123,6.6937,6.1643
OMA1,6.8018,6.2893,6.3801,6.5103,6.6122,6.4331
ONECUT3,3.3581,3.6702,3.4556,4.6587,4.1872,3.8686
OPA1,10.4767,10.5635,10.5823,9.7386,9.9229,9.851
OPA3,9.4883,9.454,9.4299,9.7004,9.7367,9.7832
OPCML,4.0451,4.0956,4.7827,3.7619,4.1101,4.0214
OPHN1,8.3684,8.1354,8.2089,8.3205,8.4587,8.2218
OPLAH,5.54,5.5745,5.8145,5.0312,5.1406,5.3183
OPN1SW,6.0562,6.2484,6.3495,5.8893,6.1168,6.1806
OPN3,8.5527,8.4146,8.3809,8.7346,8.7562,8.6575
OPRD1,4.1505,4.3484,4.0934,3.6442,4.0287,3.6977
OPRL1,3.6731,3.3989,4.9547,4.1552,3.6473,4.1595
OPTN,11.3328,11.214,11.1842,10.7217,10.7501,10.7162
OR1J2,2.3925,2,2,3.8708,4.0287,4.0214
OR1J4,2,2,2,3.972,4.33,4.2239
OR2C3,7.7254,7.6233,7.4989,8.2667,8.3498,8.3245
OR51E2,4.2487,4.5634,4.2989,2.8457,3.5338,3.1531
OR7D2,2.9547,3.2413,3.6682,2.8457,3.9423,4.0921
OR8H2,2,2,2.904,2.8457,4.33,7.3568
ORAI1,8.6046,8.6126,8.5514,8.5789,8.4703,8.723
ORAI2,10.7764,10.8656,10.7882,11.4019,11.2759,11.4177
ORAI3,8.0108,8.0957,7.8865,9.3018,9.0159,9.2081
ORC1,6.7691,6.8219,6.987,4.6587,4.8401,4.4015
ORC2,8.3684,8.1521,8.2174,8.1201,8.2723,8.2019
ORC3,8.7118,8.846,8.8554,8.4836,8.5887,8.375
ORC4,8.6813,8.7831,8.7308,8.9791,8.9316,8.9963
ORC5,8.5333,8.4644,8.7009,8.2816,7.8368,8.0898
ORC6,7.9317,8.0128,7.8158,6.8923,7.4712,6.9723
ORMDL1,8.9086,8.7469,8.6857,9.0444,9.0754,9.1071
ORMDL2,8.1379,8.2064,8.3847,8.306,8.1234,8.3856
ORMDL3,10.1497,10.1043,10.207,10.1457,10.1943,10.1483
OS9,11.7742,11.7698,11.7901,12.2579,12.2187,12.2285
OSBP,10.6039,10.5872,10.5757,10.4442,10.4385,10.3894
OSBP2,5.9724,6.3676,6.3951,5.4014,5.7611,5.8337
OSBPL10,7.9537,7.982,7.7876,8.1528,8.053,8.1323
OSBPL11,8.6092,8.687,8.7099,8.4577,8.5046,8.5295
OSBPL1A,9.8931,9.9616,9.9001,10.0375,10.001,10.0136
OSBPL2,9.4241,9.3661,9.3684,9.5117,9.5414,9.4154
OSBPL3,10.1513,10.159,10.2323,10.2751,10.3915,10.2387
OSBPL5,9.6018,9.4719,9.4516,9.499,9.3493,9.4762
OSBPL6,7.734,7.7675,8.0755,8.4577,8.3498,8.4842
OSBPL7,6.2104,6.0489,6.4099,5.6041,5.3562,5.3183
OSBPL8,11.1591,11.2173,11.1739,12.6821,12.6729,12.8737
OSBPL9,9.9707,9.8137,9.8396,9.6744,9.7902,9.5996
OSCAR,3.1705,2,2.7255,2,2,3.947
OSCP1,6.3932,6.329,6.3341,7.074,6.7199,6.9629
OSER1,8.7542,8.7831,8.7308,8.2366,8.2365,8.4272
OSGEP,7.4645,7.342,7.3831,7.3049,7.4557,7.2907
OSGEPL1,6.3047,6.5126,6.3025,6.3504,6.3357,6.3197
OSGIN1,7.5048,7.3708,7.5058,8.1311,8.0735,8.2491
OSGIN2,8.2128,8.2118,8.3074,8.6945,8.6581,8.966
OSMR,11.6009,11.5766,11.5589,12.6545,12.5233,12.7236
OSR1,8.942,8.8731,9.0811,6.3875,6.7068,6.4601
OSR2,4.8588,5.5411,5.4621,7.2251,7.0644,7.0543
OST4,11.051,11.101,11.0244,10.4287,10.4056,10.3929
OSTC,11.163,11.1811,11.1891,10.2551,10.3823,10.2923
OSTF1,8.9123,9.0229,8.9676,8.7631,8.7875,8.8329
OSTM1,10.3838,10.2906,10.2427,10.2324,10.287,10.3903
OSTN,3.3581,4.4952,3.938,4.1552,4.33,3.6977
OTOA,2.3925,2.8627,2.5217,3.5161,2.9618,3.8686
OTUB2,6.6663,6.3866,6.5236,6.369,6.5109,6.7929
OTUD1,6.5934,6.1849,6.0975,6.9179,6.8441,6.7607
OTUD3,7.8942,8.141,7.8269,8.0408,7.9682,7.8958
OTUD4,10.0426,10.127,10.0862,9.9126,10.0117,10.0749
OTUD5,10.3662,10.3118,10.3641,10.4265,10.532,10.5298
OTUD6B,8.1633,8.3093,8.23,6.4934,6.4806,6.6361
OTUD7B,9.4162,9.6332,9.487,9.6612,9.6338,9.7384
OTULIN,8.6276,8.8009,8.4968,8.6982,8.641,8.5858
OTULINL,3.1705,4.1849,3.6682,7.2854,6.8441,7.0543
OVCA2,8.5999,8.6717,8.6918,9.024,8.9232,9.0748
OVCH1,2.7008,2.6282,3.3362,4.1552,4.2603,4.2856
OVGP1,3.9314,3.2413,3.938,4.7181,4.6352,4.6561
OXA1L,10.2058,10.1863,10.1726,10.6453,10.5522,10.6215
OXCT1,9.3568,9.4473,9.4097,8.7667,8.8976,8.7669
OXLD1,7.0261,6.8494,7.0453,7.5939,7.3082,7.3782
OXNAD1,6.7691,6.6908,6.6789,6.149,6.5109,5.8944
OXR1,9.2806,9.0617,9.2013,9.7759,9.993,9.7425
OXSM,6.3716,6.3866,6.2703,5.7537,6.3187,5.7487
OXSR1,10.5399,10.5635,10.5683,10.1114,10.2425,10.2012
OXTR,10.0062,9.8207,9.9403,8.2366,8.5852,8.1407
P2RX4,7.3024,7.3027,7.0067,7.0853,7.0847,7.1403
P2RX5,6.7356,7.0529,7.1013,6.5921,6.7709,6.5507
P2RX5-TAX1BP3,5.7888,5.5069,5.4039,5.4722,5.4839,5.6584
P2RX6,4.9781,4.9673,4.6387,4.5318,4.33,4.0921
P2RX7,4.2487,4.5634,3.8536,3.5161,4.0287,2.6888
P2RY11,6.5362,6.0249,6.2037,7.0626,6.8441,6.7278
P2RY8,4.0451,3.3989,3.5658,3.7619,4.0287,4.0214
P3H1,12.0312,11.971,12.0568,12.5725,12.5447,12.5204
P3H2,11.7303,11.7305,11.7385,10.8419,10.877,10.813
P3H3,11.2895,11.2166,11.2979,11.2615,11.2259,11.2605
P3H4,10.7764,10.7414,10.7501,10.7682,10.581,10.602
P4HA1,11.7916,11.7263,11.7744,12.0512,12.1125,11.9615
P4HA2,11.7271,11.6829,11.7538,11.698,11.6549,11.5318
P4HA3,8.2128,8.2943,8.3771,8.9328,9.0317,9.0259
P4HB,14.6238,14.5786,14.618,14.4786,14.4865,14.475
P4HTM,8.1186,8.031,8.1482,8.6263,8.4033,8.607
PA2G4,11.3046,11.3595,11.3628,11.0015,10.9277,10.9644
PAAF1,7.7424,7.7819,7.7236,7.7658,7.5463,7.6832
PABIR1,8.2548,8.2792,8.3388,7.7729,7.6656,7.5762
PABIR2,8.8472,8.9516,8.8929,7.5939,7.652,7.8455
PABIR3,5.5783,5.5745,6.0604,6.0367,6.0768,6.2285
PABPC1,13.7517,13.67,13.701,13.2206,13.2658,13.2085
PABPC1L,6.7856,6.6755,6.987,7.3049,7.0644,7.098
PABPC4,11.9446,11.9789,11.9278,11.3996,11.4151,11.3221
PABPC4L,4.427,4.3484,4.4213,2.8457,2.7747,3.5038
PABPC5,4.9781,4.6908,4.6883,4.6587,4.8401,4.8725
PABPN1,10.4172,10.5127,10.3361,10.5533,10.5467,10.6408
PACC1,7.5915,7.5495,7.7762,8.657,8.5709,8.7396
PACRGL,6.9405,6.7359,6.8737,6.4236,6.6399,6.8854
PACS1,10.8008,10.7331,10.8254,9.8525,9.9327,9.6692
PACS2,9.6743,9.6332,9.7388,9.9915,9.997,10.0955
PACSIN2,10.5911,10.6146,10.6882,9.5633,9.6025,9.5313
PACSIN3,8.1759,8.0548,8.1437,6.7571,7.1146,7.0185
PAF1,10.093,10.0841,10.1238,9.9718,9.9863,10.054
PAFAH1B1,11.7783,11.8708,11.7651,11.6846,11.7857,11.6983
PAFAH1B2,11.0096,11.1038,11.1133,10.513,10.686,10.5542
PAFAH1B3,8.3184,8.2118,8.3349,8.6532,8.6307,8.7696
PAFAH2,8.1945,8.4909,8.458,8.0114,7.9572,7.9444
PAG1,8.6769,8.6794,8.6073,10.6153,10.5979,10.7141
PAGR1,8.3738,8.3339,8.3388,8.4577,8.5046,8.5263
PAICS,11.2917,11.3774,11.3704,10.3069,10.4784,10.3412
PAIP1,10.3648,10.3412,10.3915,10.6433,10.637,10.7232
PAIP2,9.835,9.8737,9.9856,10.0404,9.9159,10.0529
PAIP2B,3.9314,4.4952,4.0178,3.5161,3.7525,4.0214
PAK1,9.7909,9.7639,9.8974,8.363,8.641,8.3572
PAK1IP1,8.3296,8.534,8.4828,8.4179,8.3706,8.4476
PAK2,11.1857,11.2199,11.1641,11.6237,11.6404,11.7246
PAK3,10.5265,10.389,10.6227,9.1749,9.4661,9.3283
PAK4,9.5474,9.4314,9.5885,9.3752,9.3388,9.384
PALB2,7.4746,7.4718,7.4637,7.7374,7.7378,7.7987
PALD1,4.7287,4.0956,4.7363,5.2882,5.1406,5.2885
PALLD,13.0335,12.9871,12.9722,12.9337,13.146,12.9097
PALM,9.2183,9.1475,9.2983,9.5449,9.5705,9.6027
PALM2AKAP2,5.1404,4.9673,5.7459,6.6543,6.4496,6.3633
PALM3,4.7952,4.863,4.7363,3.2195,2.7747,3.1531
PAM,11.7977,11.6723,11.7487,11.485,11.5657,11.4841
PAM16,6.3496,6.7938,6.6911,6.1916,6.2304,6.5507
PAMR1,10.7409,10.7294,10.7696,11.8154,11.8612,11.8296
PAN2,6.7356,7.0046,7.0165,6.9305,7.0947,7.1403
PANK1,6.1608,6.2276,6.5372,7.0278,6.7833,7.0094
PANK2,9.2863,9.1392,9.2013,9.5914,9.5632,9.5874
PANK3,10.6177,10.5509,10.5348,11.6095,11.5947,11.7274
PANK4,3.808,3.5409,6.5236,8.2667,7.5242,6.3916
PANX1,10.4146,10.5223,10.4229,10.2664,10.1648,10.3119
PANX2,6.4562,6.5964,6.4246,6.7285,6.8909,6.7388
PAOX,5.6519,6.0489,5.9427,6.0827,6.0147,6.3916
PAPLN,4.7287,4.6908,5.0336,5.4014,5.3225,5.3761
PAPOLA,11.5264,11.5631,11.5581,11.2653,11.2168,11.2758
PAPOLG,7.848,7.3991,7.606,8.0923,8.1428,8.0325
PAPPA,12.0016,11.9417,11.6826,13.9226,13.8688,13.9092
PAPPA2,5.4187,4.6908,4.7363,3.2195,3.1274,2.8607
PAPSS1,10.289,10.3736,10.3574,10.1184,10.2059,10.0429
PAPSS2,11.8597,11.8045,11.8172,11.1295,11.2328,11.0255
PAQR3,8.623,8.9516,8.9474,9.5894,9.4008,9.6634
PAQR4,7.1068,7.2724,7.2491,6.4414,6.6261,6.6242
PAQR5,7.4439,7.2622,7.5534,9.2473,8.9232,9.4171
PAQR6,3.5242,3.0644,3.206,3.6442,3.7525,3.8686
PAQR7,9.0751,8.9861,8.9113,9.2218,9.1782,9.2647
PAQR8,6.5934,6.3866,6.5372,6.4589,6.5981,6.5381
PARD3,9.2747,9.2519,9.3318,9.7151,9.6945,9.7845
PARD6B,4.2487,4.6908,4.4788,6.2732,6.7328,6.7388
PARD6G,7.9537,7.9248,8.052,9.1097,9.0499,9.0943
PARG,9.065,9.1993,9.2741,9.333,9.4583,9.4745
PARK7,11.3564,11.3378,11.33,11.0406,11.0142,10.952
PARL,8.9309,9.1531,9.1132,9.1208,9.1829,8.994
PARM1,3.9314,4.1849,3.6682,5.7537,5.6834,5.8542
PARN,8.231,8.1014,8.1745,7.5537,7.679,7.6007
PARP1,10.8593,10.8061,10.8657,8.142,8.3372,8.253
PARP10,6.9257,6.8079,6.8302,7.0966,7.1439,7.1235
PARP11,7.2794,7.1336,6.9969,7.5939,7.6856,7.5946
PARP12,6.9839,6.7651,6.9263,6.5436,6.6399,6.4996
PARP14,9.0684,9.0967,8.8823,9.9158,9.9016,9.8925
PARP15,5.9434,5.7309,5.5718,6.3314,6.284,6.2596
PARP16,6.4355,6.5964,6.3649,5.1654,5.5142,5.4317
PARP2,7.7757,7.9441,8.0848,7.4697,7.4082,7.5946
PARP3,7.423,7.5495,7.6188,6.9678,7.0334,7.2603
PARP4,10.9759,10.8409,10.9539,11.0141,10.9235,11.0574
PARP6,7.6285,7.6626,7.7704,8.0867,8.2044,8.0898
PARP8,7.939,8.0489,7.9989,7.7374,7.7882,7.9008
PARP9,7.3585,7.2724,7.1464,6.4763,6.0357,6.2127
PARPBP,7.3585,7.591,7.4422,6.3504,6.4652,6.2127
PARS2,6.083,5.6072,6.0027,5.5397,5.1789,5.3183
PARVA,12.3013,12.3542,12.3447,11.5952,11.6905,11.5706
PARVB,9.3596,9.3298,9.2883,7.6331,7.679,7.5885
PASK,5.6519,5.9505,6.0027,7.1941,6.8909,7.0185
PATJ,6.4562,6.5298,6.3801,5.5723,5.7356,5.5113
PATL1,9.6018,9.701,9.712,8.9669,9.0653,8.8303
PATZ1,8.1507,7.8449,7.9387,8.0923,7.7943,7.9444
PAWR,9.8624,9.8363,9.9593,10.2362,10.2683,10.3294
PAX8,5.2863,5.3612,5.4333,5.3269,4.7915,4.9121
PAXBP1,8.4634,8.3533,8.4071,8.9546,9.0602,9.0704
PAXIP1,7.6822,7.9882,7.8759,7.6712,7.9125,7.8809
