User_ID sorted by SD,p53_mock_1,p53_mock_2,p53_mock_3,p53_mock_4,p53_IR_1,p53_IR_2,p53_IR_3,p53_IR_4,null_mock_1,null_mock_2,null_IR_1,null_IR_2
 ENSMUSG00000075014,6.2053,10.2584,11.6271,12.4483,19.5899,21.0793,8.3301,17.4052,13.2391,12.9164,7.0696,14.5758
 ENSMUSG00000075015,4.6527,7.8614,9.1891,9.8268,16.9867,18.4746,6.0167,14.9699,10.6031,10.2711,5.1847,12.0093
 ENSMUSG00000041801,4.8056,4.8408,4.9,4.7165,12.1812,12.0333,12.9568,13.1007,4.4494,3.9948,2.9238,3.5861
 ENSMUSG00000098078,11.0705,11.3835,11.2388,11.3637,11.0188,11.1645,11.7002,4.075,2.9238,3.4115,3.4793,3.7315
 ENSMUSG00000066315,11.4909,7.7567,6.2094,2.9238,2.9238,2.9238,2.9238,12.6251,2.9238,10.6247,3.7047,2.9238
 ENSMUSG00000023067,5.1771,5.4086,5.172,5.1711,12.1282,12.0489,12.7694,12.9428,4.842,4.5956,4.9807,4.9245
 ENSMUSG00000096385,4.909,6.0657,6.8246,7.0166,13.8698,15.3129,4.7362,11.9299,7.9609,7.8364,3.8746,8.7806
 ENSMUSG00000095186,6.9059,8.0961,8.5032,9.2576,15.8659,17.3329,6.7279,13.6189,9.8026,9.4723,5.8443,10.9329
 ENSMUSG00000081406,12.797,11.8061,11.9018,10.154,13.2481,13.374,2.9238,13.5611,3.9343,12.2606,12.8809,8.9983
 ENSMUSG00000096519,5.5301,6.6295,7.4192,7.9958,15.125,16.693,6.4844,12.4229,8.445,8.3402,6.0844,10.0296
 ENSMUSG00000095547,6.1266,7.9545,8.7621,9.2359,16.0174,17.4705,7.7322,13.9184,9.8889,9.5091,6.5936,10.9992
 ENSMUSG00000069306,4.429,4.1096,4.2466,2.9238,3.9523,4.7123,2.9238,4.075,11.479,11.2336,11.5628,10.5287
 ENSMUSG00000095891,6.0994,6.8005,7.7163,8.1304,14.8957,16.337,6.5063,12.8237,8.8067,8.5469,4.8032,9.9688
 ENSMUSG00000091028,4.6527,4.922,6.55,6.5733,13.292,14.8042,4.4672,11.1177,7.2778,6.839,3.8746,8.5557
 ENSMUSG00000078087,12.2327,10.6331,10.6682,3.74,12.095,12.6155,2.9238,13.8763,10.4273,12.2052,13.3072,12.0701
 ENSMUSG00000061167,10.9017,10.7673,11.2807,11.1262,4.8002,9.1428,2.9238,11.8071,11.5851,11.4953,11.5041,2.9238
 ENSMUSG00000026700,4.149,4.7082,4.4102,3.9687,11.0188,10.9891,11.9553,11.7828,3.7128,3.886,5.4417,5.1508
 ENSMUSG00000101939,2.9238,3.5702,3.6483,2.9238,12.3787,10.8629,2.9238,5.9987,4.6617,2.9238,3.4793,9.3847
 ENSMUSG00000074564,4.0112,4.3887,5.3622,6.7293,12.707,14.0921,5.2014,10.4374,7.1884,6.8719,4.0154,8.122
 ENSMUSG00000096201,3.8488,4.922,5.3972,5.0995,11.8061,13.3575,2.9238,9.6905,5.635,5.7654,3.7047,6.8113
 ENSMUSG00000061983,13.5446,12.1667,13.1432,10.7459,15.397,15.1131,14.2035,14.9917,3.3831,12.4352,13.8018,14.9563
 ENSMUSG00000009628,4.6527,4.7082,4.8485,4.2295,10.9054,11.0889,12.1596,11.86,4.5604,4.1803,7.7882,6.8929
 ENSMUSG00000095280,4.2113,5.5381,6.4722,6.6831,12.9756,14.4085,5.3592,10.7399,7.1011,6.5033,4.8652,7.818
 ENSMUSG00000021701,6.6964,6.8597,7.3077,7.2792,13.0964,13.3551,13.7811,13.7721,7.0083,7.3075,7.176,5.9409
 ENSMUSG00000081604,11.4267,10.9118,11.1178,10.6743,2.9238,8.598,2.9238,11.766,10.6117,11.1139,12.5356,9.4716
 ENSMUSG00000043483,10.1146,9.8559,10.0638,10.0424,5.7641,2.9238,2.9238,11.7117,10.2946,10.4976,11.565,6.5841
 ENSMUSG00000068744,7.136,7.0746,7.0226,7.2636,12.8425,12.7908,13.6844,13.7487,7.0427,6.8827,6.7553,6.7135
 ENSMUSG00000069045,6.0716,6.014,6.0024,6.4266,6.6882,6.2634,6.2698,12.2195,12.0895,11.6586,12.8751,12.355
 ENSMUSG00000029134,3.9338,4.3255,4.3315,4.4373,10.0532,10.2181,10.9887,10.7559,4.2593,4.092,4.1375,4.4223
 ENSMUSG00000081344,2.9238,2.9238,3.4387,2.9238,2.9238,2.9238,2.9238,11.2802,2.9238,8.806,8.652,2.9238
 ENSMUSG00000037855,5.2807,6.1477,6.0677,6.247,11.599,11.5673,12.2605,12.3371,5.6117,6.2254,5.4417,5.6861
 ENSMUSG00000059195,5.2555,4.7082,5.1304,2.9238,11.7555,11.6124,5.921,11.1839,4.9232,5.3221,5.276,7.2814
 ENSMUSG00000026831,2.9238,3.3828,2.9238,2.9238,8.5639,8.4103,9.5325,9.6972,2.9238,2.9238,2.9238,2.9238
 ENSMUSG00000002083,6.7668,6.7176,6.6237,6.5733,12.2724,12.2493,12.4668,12.6877,6.1333,6.1006,5.9827,6.4952
 ENSMUSG00000069049,5.9546,5.5626,5.649,6.3692,5.9348,5.8969,5.5871,11.7096,11.6036,11.2704,11.7965,11.5345
 ENSMUSG00000022385,7.226,6.652,6.7607,6.6353,12.4332,12.3134,13.0117,13.1665,6.4499,6.6995,7.176,6.6085
 ENSMUSG00000037188,3.7539,3.3828,3.8066,3.8623,9.2789,9.4067,9.3273,9.5183,2.9238,3.7608,2.9238,3.3941
 ENSMUSG00000096736,4.0826,4.9607,5.172,5.3036,11.2131,12.6176,4.113,9.1361,5.9801,5.0302,4.3444,6.5593
 ENSMUSG00000069919,12.4021,10.2064,9.2459,14.589,9.4127,9.7035,8.535,7.9317,10.1267,16.139,8.9631,14.6619
 ENSMUSG00000046721,11.0292,11.2826,11.7352,10.7973,7.9401,7.9947,2.9238,12.6385,10.955,11.2811,12.8161,11.1042
 ENSMUSG00000025889,3.6451,2.9238,2.9238,3.5932,2.9238,2.9238,2.9238,2.9238,5.8081,10.7251,4.6691,9.3952
 ENSMUSG00000027171,7.6263,7.7772,7.5455,7.4608,12.6552,12.5142,13.1695,13.1868,7.1093,7.2167,7.5544,7.4321
 ENSMUSG00000048458,7.4719,7.7147,7.4916,8.3151,12.8251,12.8537,13.2464,13.4133,7.5651,7.9223,7.3973,7.7811
 ENSMUSG00000100944,2.9238,6.6852,6.837,2.9238,2.9238,2.9238,2.9238,11.5799,5.2967,6.2591,7.0573,3.8525
 ENSMUSG00000052305,13.7673,11.4425,10.5339,15.9278,10.5823,11.2329,10.1394,10.222,11.8211,17.5914,10.3237,15.8212
 ENSMUSG00000040918,7.2323,6.9889,7.5379,7.3546,12.3648,12.3824,13.1277,13.0997,7.1255,7.3852,8.2383,7.7917
 ENSMUSG00000030641,7.3628,6.8105,7.1771,6.6831,12.0478,12.1075,12.6506,12.6585,6.8123,6.6872,7.606,7.4524
 ENSMUSG00000069917,13.5125,11.2094,10.2536,15.9156,10.35,11.2136,10.2931,10.3415,11.5177,17.4141,10.25,15.7348
 ENSMUSG00000078794,4.3257,4.1867,4.2466,4.0637,9.4155,9.138,10.1076,10.0263,4.3896,4.6522,4.5181,4.9245
 ENSMUSG00000053706,2.9238,2.9238,2.9238,2.9238,2.9238,4.7123,9.0661,10.1184,2.9238,2.9238,2.9238,2.9238
 ENSMUSG00000073940,11.6579,9.6872,8.7719,13.8146,8.5993,9.324,8.2992,8.2841,9.6852,15.3718,8.4646,13.6378
 ENSMUSG00000101878,7.7742,5.6563,7.2061,2.9238,2.9238,2.9238,8.2089,9.1969,5.0361,6.8827,9.629,8.6228
 ENSMUSG00000105796,2.9238,2.9238,2.9238,2.9238,2.9238,2.9238,2.9238,11.4728,2.9238,2.9238,2.9238,2.9238
 ENSMUSG00000051811,4.7315,4.5593,4.9972,4.9433,9.1246,9.0837,10.0679,10.1397,4.2593,5.1473,4.3444,5.0044
 ENSMUSG00000072825,7.9728,8.3364,8.148,8.2653,12.8373,12.8205,13.2762,13.4059,7.9383,8.2053,8.4785,8.1051
 ENSMUSG00000040533,3.7539,3.5702,4.2466,4.2295,8.1992,8.3941,9.2869,9.0347,3.3831,3.6103,3.8746,4.4833
 ENSMUSG00000042099,7.263,7.1316,7.1071,7.4676,11.846,11.8636,12.835,12.9344,7.3756,7.842,8.7658,9.012
 ENSMUSG00000039450,8.0627,7.9318,8.258,8.2177,12.2468,12.0476,12.9896,13.2592,8.0052,8.2224,6.9547,7.6111
 ENSMUSG00000000308,3.3431,2.9238,2.9238,2.9238,7.5327,7.3255,8.0472,8.3475,2.9238,2.9238,2.9238,3.3941
 ENSMUSG00000075122,7.6543,7.8805,7.7028,7.4122,12.0065,12.0838,12.5752,12.4709,7.2922,7.129,7.3973,7.5684
 ENSMUSG00000034437,4.7315,4.754,5.7857,2.9238,8.307,8.4576,7.8479,9.4332,6.0503,2.9238,9.1337,8.5774
 ENSMUSG00000082035,7.5783,6.6961,7.6192,6.3545,7.9322,2.9238,7.3038,13.1613,7.285,5.3544,8.6682,7.6231
 ENSMUSG00000028893,8.3,8.4073,8.415,8.3633,12.6966,12.6541,13.1115,13.2432,8.0524,7.896,8.2546,7.8335
 ENSMUSG00000055632,6.0432,6.1636,6.2094,6.7959,10.388,10.4247,11.1022,11.1689,5.9251,6.1191,5.7227,5.8611
 ENSMUSG00000006445,7.8244,7.7975,7.5828,8.1685,12.2044,12.3059,12.8743,12.8064,8.0775,8.0519,7.9095,8.1093
 ENSMUSG00000062456,5.9081,4.922,5.1304,5.778,2.9238,6.7955,7.4575,12.5978,6.0673,6.4165,6.7244,7.0163
 ENSMUSG00000054589,6.113,5.6335,5.6199,5.6858,9.8833,9.5699,10.2224,10.4933,5.635,6.0042,4.6691,5.0425
 ENSMUSG00000047676,9.7538,8.7092,8.9816,5.5613,7.2942,6.4945,6.1903,13.4808,8.994,9.6431,10.4347,6.6561
 ENSMUSG00000041773,7.4019,7.5867,7.6546,7.805,11.8366,11.8695,12.316,12.39,7.5047,7.4226,7.8466,7.5051
 ENSMUSG00000094090,3.5148,3.9337,2.9238,4.1501,3.7693,4.4604,3.7763,4.6819,7.0764,7.6725,8.9828,8.8535
 ENSMUSG00000021185,9.1123,9.1655,9.1249,9.1562,12.3787,12.4542,12.7283,12.9883,8.5944,8.3937,6.8298,7.3114
 ENSMUSG00000046480,4.149,4.8408,4.5528,4.9011,8.4244,8.0779,9.4673,9.7663,4.962,5.22,4.0154,4.4833
 ENSMUSG00000032128,3.5148,3.3828,3.8066,3.5932,7.3308,7.5316,8.7003,8.6878,3.7128,4.4073,3.8746,3.5861
 ENSMUSG00000076569,13.1802,14.0887,13.5542,9.7099,14.265,16.5147,10.5097,14.3639,10.1376,10.8148,10.8744,11.0338
 ENSMUSG00000043099,5.3768,4.9983,5.2513,5.4242,9.282,9.272,9.9435,10.0816,5.1728,4.8076,5.8149,5.5644
 ENSMUSG00000078889,4.27,3.5702,2.9238,2.9238,7.5327,2.9238,7.8564,6.7323,2.9238,3.4115,4.0154,8.3114
 ENSMUSG00000045659,7.2751,7.4137,7.3255,7.6758,11.2301,11.3712,11.702,11.91,7.6174,7.5292,6.6107,6.6561
 ENSMUSG00000018428,6.3274,5.9604,6.4067,5.9847,10.3336,10.3515,10.9172,10.7707,6.286,6.0042,9.2463,9.1465
 ENSMUSG00000080977,2.9238,4.922,2.9238,2.9238,6.9929,7.1246,2.9238,8.9368,2.9238,2.9238,6.1792,4.6488
 ENSMUSG00000034818,5.6679,6.2551,5.9102,6.1649,10.0069,9.7518,10.4852,10.8722,6.3703,5.8119,6.1792,5.7092
 ENSMUSG00000089999,4.3786,4.0258,2.9238,3.8623,8.7818,8.9848,3.9606,7.9089,4.3264,3.7608,4.0154,5.8815
 ENSMUSG00000082016,5.827,6.2101,6.4067,6.0413,2.9238,2.9238,2.9238,8.319,7.1011,7.0451,8.4125,2.9238
 ENSMUSG00000035443,7.5783,7.4397,7.4679,7.1749,11.511,11.4773,12.1432,12.1883,7.0083,7.2914,9.5545,9.0959
 ENSMUSG00000024769,8.2851,8.4685,8.3646,8.8787,12.3273,12.4697,12.6853,12.7411,8.3624,8.5299,7.6961,7.9088
 ENSMUSG00000007379,7.4074,7.4137,7.2532,7.7558,11.3342,11.517,12.0122,11.9421,7.6733,7.4662,7.317,7.3836
 ENSMUSG00000042349,10.1313,10.5273,10.0886,9.5748,13.9058,13.9783,14.1528,14.3323,10.0111,9.3382,9.7215,9.9793
 ENSMUSG00000071141,2.9238,2.9238,2.9238,2.9238,5.8349,2.9238,2.9238,10.0714,4.0265,4.2614,4.4346,4.2163
 ENSMUSG00000050821,5.3768,5.0348,5.4647,4.9011,8.7862,8.9355,9.9515,9.6082,5.4369,5.4169,4.8032,5.0796
 ENSMUSG00000028970,8.6934,8.7145,8.7589,8.3189,12.5286,12.628,13.1039,13.1352,8.2891,8.1441,9.9529,9.8631
 ENSMUSG00000078126,2.9238,5.3531,5.7857,5.8219,5.24,5.8969,2.9238,10.0628,4.8833,2.9238,5.9561,2.9238
 ENSMUSG00000093798,5.9081,7.0152,6.7075,4.7653,5.5695,5.0135,7.2658,11.5255,6.6869,6.1374,10.4418,7.4524
 ENSMUSG00000100863,4.9417,6.0825,6.19,5.0238,9.522,8.8256,8.4974,10.4493,5.3259,5.6924,9.0463,9.1934
 ENSMUSG00000020326,11.7183,11.5817,11.77,11.3564,15.3612,15.2333,15.8516,15.843,11.3015,11.3266,11.6916,11.2826
 ENSMUSG00000094622,7.2751,3.8306,4.9,7.2159,4.4554,7.8484,7.5963,2.9238,3.7128,2.9238,7.317,3.3941
 ENSMUSG00000018012,5.2555,5.5131,5.5289,5.6618,9.3036,9.5076,9.7261,9.812,5.7025,5.4766,6.0088,5.3135
 ENSMUSG00000094127,6.1665,8.8073,8.3211,10.1047,10.2598,11.5446,8.5028,6.9717,9.0351,8.5469,4.6691,5.9016
 ENSMUSG00000006587,4.5683,4.6606,4.5528,4.6126,8.1109,8.3446,9.3119,9.3927,5.1062,4.5956,5.4021,5.2825
 ENSMUSG00000032374,5.0647,5.2654,5.5289,4.9433,8.7372,8.8671,9.8528,9.317,5.3825,4.5956,5.5175,5.732
 ENSMUSG00000067719,7.3684,7.3533,6.721,6.8491,7.892,8.098,2.9238,8.948,5.9063,6.9355,8.8104,2.9238
 ENSMUSG00000089762,4.4774,4.6606,4.2466,4.4988,8.1926,8.2036,9.0401,9.1361,4.6121,4.9887,5.1366,5.0796
 ENSMUSG00000025507,7.9122,7.9041,7.5902,8.1601,11.6908,11.7311,12.2907,12.3554,7.9106,7.8475,8.9231,8.8227
 ENSMUSG00000092528,7.1945,7.4589,7.5902,7.0891,7.7372,7.8124,7.9065,7.5745,3.7128,3.6103,3.4793,3.5861
 ENSMUSG00000020593,9.3435,9.5131,9.5123,9.4569,12.5703,12.6015,13.0081,13.1948,9.2887,9.2287,7.6721,8.38
 ENSMUSG00000025270,9.8708,8.5059,7.5227,11.7868,7.8253,8.4262,7.9864,7.6948,8.3418,13.1032,7.4453,11.5467
 ENSMUSG00000083670,4.0112,3.9337,2.9238,3.74,7.4575,7.4401,4.3616,7.998,3.9343,2.9238,2.9238,6.4952
 ENSMUSG00000021668,9.2503,9.3903,9.2758,9.3039,12.9892,13.1035,13.4447,13.3823,9.2525,9.216,9.5869,9.2677
 ENSMUSG00000037907,5.1221,4.882,4.9,5.2717,9.1384,9.2631,9.3576,9.2761,5.7243,5.0302,7.0069,7.0072
 ENSMUSG00000081087,4.5683,4.5593,5.4647,4.9842,4.3505,5.0135,5.3592,11.5255,4.842,5.0704,5.9827,5.5125
 ENSMUSG00000048188,5.0647,2.9238,3.4387,2.9238,7.4685,7.929,5.2014,6.9269,2.9238,2.9238,5.8443,6.2054
 ENSMUSG00000078377,5.8763,2.9238,2.9238,2.9238,7.1099,2.9238,2.9238,6.5862,2.9238,6.1006,7.1986,2.9238
 ENSMUSG00000081603,5.1221,4.1096,2.9238,4.6657,5.5695,5.2574,5.2561,10.2128,3.8312,4.9458,7.825,5.5896
 ENSMUSG00000096255,6.8744,6.8105,6.5947,4.6657,6.5907,6.3334,6.1628,5.5565,9.9181,10.2222,9.4805,9.7586
 ENSMUSG00000026649,5.9996,5.7653,5.8618,6.0038,9.1956,8.9074,9.7875,9.8403,5.41,5.3544,5.4417,5.2825
 ENSMUSG00000079033,7.0111,6.3686,6.5038,5.8219,9.8033,9.8318,10.6534,10.6001,5.962,5.9841,7.7429,7.5051
 ENSMUSG00000057886,7.1753,6.7492,7.4026,6.4544,2.9238,2.9238,6.1062,8.1351,5.0361,6.7116,8.7002,8.0879
 ENSMUSG00000076613,14.2516,13.8508,14.0434,10.3376,14.8514,15.1762,11.7399,12.7891,10.8092,10.7692,11.0621,10.1336
 ENSMUSG00000050621,5.776,5.7653,5.3622,5.6858,7.7097,8.2402,2.9238,2.9238,6.3703,2.9238,2.9238,4.5962
 ENSMUSG00000090639,7.1226,5.5866,6.0677,2.9238,8.3373,6.5831,7.5232,7.7726,4.8833,2.9238,6.7087,8.4488
 ENSMUSG00000094392,6.3848,6.014,6.7344,2.9238,6.5497,6.03,2.9238,9.7956,6.3974,6.6623,6.9414,4.3579
 ENSMUSG00000041845,3.3431,3.7122,3.6483,3.8623,7.1377,6.9585,7.6659,7.781,3.8312,3.886,3.4793,3.3941
 ENSMUSG00000042156,7.0039,7.1475,6.8246,6.3094,10.0031,10.4048,10.0587,10.3259,6.8615,5.943,5.6906,6.4143
 ENSMUSG00000027663,9.3663,9.7128,9.5984,9.9568,12.7638,12.8489,13.0684,13.0873,9.0093,8.9015,8.6962,8.7591
 ENSMUSG00000024778,7.7869,7.4267,7.5828,6.95,10.9174,10.9302,11.4762,11.4047,7.1806,6.8934,9.6249,8.2702
 ENSMUSG00000025912,9.0644,8.1522,8.9072,7.2078,11.1153,11.1174,11.8356,11.8127,7.7638,7.2587,7.5718,7.4591
 ENSMUSG00000101167,5.9238,5.8856,5.6774,6.0038,9.5889,9.6158,10.0915,10.0679,6.1809,5.879,7.0323,6.9223
 ENSMUSG00000034282,4.149,4.1867,4.4837,4.2295,7.6141,8.5109,7.3768,7.1766,4.0265,4.3368,8.2653,7.1046
 ENSMUSG00000034457,2.9238,3.3828,2.9238,3.74,6.4191,7.2195,6.9359,6.4447,2.9238,2.9238,2.9238,2.9238
 ENSMUSG00000003809,9.0363,8.892,9.055,8.7481,12.228,12.195,12.9399,13.2564,9.0027,8.9173,9.2677,8.9108
 ENSMUSG00000076612,14.1582,13.4462,12.7208,8.853,14.8164,14.1848,11.161,10.6929,10.8738,11.1191,11.3782,10.5079
 ENSMUSG00000026443,3.5148,4.0258,3.4387,3.3992,7.5535,8.5034,6.591,5.9692,3.3831,3.6103,6.0345,5.998
 ENSMUSG00000028737,9.1307,9.0793,9.0917,9.1135,12.3258,12.2543,12.7913,13.1448,9.033,8.9147,8.8466,8.5049
 ENSMUSG00000100405,2.9238,3.5702,3.8066,2.9238,2.9238,2.9238,2.9238,9.279,2.9238,2.9238,2.9238,2.9238
 ENSMUSG00000037725,7.7784,7.1865,7.3516,7.0442,10.6692,10.8847,11.3256,11.3711,7.0597,7.1199,8.1368,7.9804
 ENSMUSG00000081254,2.9238,5.9964,5.7857,5.5081,2.9238,2.9238,2.9238,7.998,5.7025,5.7415,6.7553,2.9238
 ENSMUSG00000036995,4.8755,5.2654,4.9972,4.9011,8.4244,8.5332,9.0439,8.9293,4.962,4.8554,5.4417,5.4585
 ENSMUSG00000060096,5.7049,5.6103,2.9238,5.3036,8.8166,8.8845,7.8479,8.4718,5.2967,6.5717,7.0069,8.0126
 ENSMUSG00000062762,9.9072,9.8559,9.9038,9.7661,13.3533,13.1462,13.6105,13.8396,9.5853,9.714,10.2228,9.9392
 ENSMUSG00000105645,5.3053,4.8408,2.9238,2.9238,6.9775,7.4401,5.9855,7.0433,2.9238,2.9238,6.5764,5.9602
 ENSMUSG00000024521,8.6912,8.8563,8.7226,8.7839,12.0839,12.1106,12.4936,12.4982,8.3175,8.5803,8.8608,8.901
 ENSMUSG00000061311,7.4129,7.6986,6.9784,7.7502,4.2344,4.5931,3.7763,3.9271,7.6288,8.9812,6.3105,7.1796
 ENSMUSG00000013629,10.6986,10.8183,10.5714,11.1576,14.256,14.2592,14.7301,14.7532,10.7004,10.7041,13.0722,12.7194
 ENSMUSG00000006574,9.9698,9.3617,7.6263,9.8825,6.1153,8.1079,6.8699,6.942,5.5395,10.8786,6.6605,9.6691
 ENSMUSG00000030609,10.1413,10.2372,10.2593,10.3505,13.7106,13.7874,14.1025,14.3168,10.2084,10.3153,12.2907,11.8407
 ENSMUSG00000036678,9.5577,9.592,9.5026,9.5333,12.8671,12.8552,13.5119,13.6468,9.5954,9.6336,10.5824,10.302
 ENSMUSG00000043618,3.3431,2.9238,3.4387,3.3992,3.9523,2.9238,3.5309,3.5108,5.7876,5.7415,7.9231,7.1957
 ENSMUSG00000109489,5.2299,5.6103,5.172,5.0622,8.7993,9.7954,8.3841,8.7784,5.2362,5.5616,6.8585,6.8007
 ENSMUSG00000070572,5.8923,6.7068,6.19,6.6474,2.9238,2.9238,6.077,7.8623,6.5968,5.5616,7.106,2.9238
 ENSMUSG00000031969,7.3853,7.4267,7.4356,7.3022,10.5848,10.5244,11.4405,11.4262,7.5169,7.3928,8.1772,7.8438
 ENSMUSG00000072082,8.4327,8.0033,8.0974,7.5723,11.0951,11.1149,11.7616,11.7362,7.7534,7.5697,8.5372,8.0171
 ENSMUSG00000076614,11.6833,10.5288,10.7334,7.9528,11.5688,10.8092,9.3364,10.5977,7.1572,7.2082,8.1543,7.7322
 ENSMUSG00000060143,5.3998,5.5381,6.0245,5.778,5.8,6.1515,7.947,11.6329,6.964,5.8119,7.1297,6.8321
 ENSMUSG00000044734,12.1893,12.0839,12.1818,12.1897,9.0716,8.5696,8.5973,9.0276,12.498,12.6748,9.7331,9.7381
 ENSMUSG00000098387,2.9238,2.9238,2.9238,2.9238,6.6305,6.6114,4.2447,6.942,2.9238,5.0704,4.2461,6.534
 ENSMUSG00000054612,5.7585,5.7442,6.2844,6.1132,8.7686,8.9631,9.2774,9.9278,6.1964,5.6672,5.5175,5.5896
 ENSMUSG00000029763,11.7786,11.8838,11.85,11.9057,14.9796,15.1613,15.6627,15.6185,11.9081,11.8439,12.3089,12.0099
 ENSMUSG00000022996,4.6112,4.7982,4.7948,5.2717,7.6722,7.5168,8.5717,8.4137,5.4892,5.5339,8.5013,8.6725
 ENSMUSG00000103034,4.6112,4.1096,4.7948,4.4988,5.438,4.7123,5.2014,10.4254,4.1875,4.8076,4.5181,4.7943
 ENSMUSG00000085791,6.1665,5.7861,3.6483,5.3348,6.1433,6.4637,4.3616,10.5185,4.7551,6.4016,6.1087,5.3438
 ENSMUSG00000082127,4.2113,5.1049,4.6798,4.8122,6.464,7.0849,3.9606,9.3083,4.3896,2.9238,6.1326,5.3438
 ENSMUSG00000083728,6.8092,7.217,6.9443,7.5274,10.15,10.3283,10.7342,10.5009,7.3823,7.2167,6.4685,6.9126
 ENSMUSG00000046818,5.3534,5.5626,5.8115,6.0038,8.6435,8.7324,9.055,8.8558,5.5395,5.3221,4.8032,5.2508
 ENSMUSG00000082381,2.9238,5.7227,5.172,4.7653,6.5287,6.4322,2.9238,7.4537,2.9238,3.9948,2.9238,6.4553
 ENSMUSG00000039395,7.6589,7.8662,7.6824,7.8935,10.6098,10.5984,11.3462,11.3972,7.8044,7.8141,11.0341,10.6484
 ENSMUSG00000030084,9.7837,10.1276,10.2912,10.3208,12.6172,12.556,13.2808,13.3533,9.6811,9.5735,8.8679,9.0634
 ENSMUSG00000039787,6.564,6.7492,6.266,6.7518,9.5712,9.6158,10.318,10.2312,6.3703,6.6623,6.6275,6.7468
 ENSMUSG00000020086,5.0047,5.2953,4.6798,5.0995,8.5433,8.6397,8.4191,8.4244,4.962,4.9014,6.0345,5.7092
 ENSMUSG00000044350,9.1123,8.7796,9.039,8.7397,11.9785,12.0071,12.3608,12.56,8.5651,8.7454,9.0212,9.0368
 ENSMUSG00000096577,9.6003,7.8323,7.568,7.3765,7.4685,12.7514,7.0295,7.0981,7.0256,7.4373,7.2751,7.1131
 ENSMUSG00000059647,2.9238,2.9238,2.9238,2.9238,6.7796,2.9238,6.5493,6.2875,5.1399,2.9238,2.9238,2.9238
 ENSMUSG00000038670,7.4561,7.5453,7.3858,8.0557,10.9743,11.9756,10.6037,10.1084,7.8391,8.2011,10.6443,10.2237
 ENSMUSG00000022098,5.3998,5.7442,5.4647,4.8574,8.6386,8.591,9.3902,9.162,6.1171,5.4766,6.5054,7.1632
 ENSMUSG00000050243,2.9238,2.9238,2.9238,2.9238,6.8486,6.9585,2.9238,5.9391,2.9238,3.9948,2.9238,2.9238
 ENSMUSG00000031785,6.0289,5.8267,5.4647,6.1983,8.4187,8.0473,9.3725,8.9065,6.0331,6.5583,9.2299,10.0104
 ENSMUSG00000020396,6.1665,6.2101,5.8115,6.0596,8.9826,8.9902,8.9673,9.2125,5.8872,5.6672,9.4666,8.9277
 ENSMUSG00000002799,5.3768,5.5131,5.2122,5.6125,8.2948,8.353,9.4533,9.3313,5.5395,5.8119,5.7848,6.0528
 ENSMUSG00000040715,2.9238,2.9238,5.3622,4.7165,2.9238,2.9238,2.9238,2.9238,6.4881,4.758,7.5368,2.9238
 ENSMUSG00000034416,3.6451,3.7122,3.6483,4.5571,6.8317,6.8677,7.555,7.2267,3.9343,3.9948,3.4793,3.8525
 ENSMUSG00000091694,8.5266,7.5151,5.7857,7.6817,5.24,6.7195,4.3616,4.6819,4.1875,8.1575,4.1375,7.2037
 ENSMUSG00000078173,4.27,2.9238,2.9238,2.9238,6.5907,7.2377,2.9238,5.9987,2.9238,2.9238,2.9238,4.4223
 ENSMUSG00000031258,9.5919,9.8205,9.6607,10.1934,13.2039,13.9742,8.783,10.4466,9.82,9.8002,8.6231,9.4962
 ENSMUSG00000048644,4.27,4.4484,4.3315,3.8623,7.0958,6.9585,8.0472,8.4351,4.5062,4.2614,6.3517,5.6144
 ENSMUSG00000076441,8.8204,8.685,8.9247,8.7537,11.7019,11.5637,12.2824,12.2787,8.3104,8.577,8.7159,8.6493
 ENSMUSG00000000884,6.6031,6.6852,6.6093,6.4817,9.7726,9.9796,10.3857,10.4361,6.955,6.9251,8.7276,8.2433
 ENSMUSG00000043468,4.0112,4.5052,4.0523,4.4988,7.7463,8.8612,6.5703,5.9692,4.2593,4.5362,6.7705,6.6325
 ENSMUSG00000106350,4.8755,4.5052,4.5528,4.9011,7.5222,8.5406,7.3407,6.1373,4.5604,4.758,8.4316,7.4524
 ENSMUSG00000108852,2.9238,2.9238,2.9238,2.9238,4.7228,5.7498,7.1316,6.4658,2.9238,2.9238,2.9238,2.9238
 ENSMUSG00000021913,3.7539,3.7122,3.8066,3.74,6.464,7.0849,7.2529,7.7125,4.1103,3.4115,4.596,4.6993
 ENSMUSG00000083287,6.3848,3.3828,6.2094,5.9458,7.165,7.0231,7.4003,7.5745,4.8833,4.758,8.7545,8.7537
 ENSMUSG00000093954,6.7839,7.4397,7.076,7.4878,6.7971,7.201,7.2786,6.9717,10.8054,10.0326,10.339,10.1999
 ENSMUSG00000067869,4.149,2.9238,2.9238,4.6126,2.9238,2.9238,4.6531,8.3362,2.9238,4.1803,5.8443,4.3579
 ENSMUSG00000034620,8.6267,8.6741,8.6613,8.345,11.6996,11.6081,12.1877,12.2894,8.5201,8.6162,9.3781,9.4415
 ENSMUSG00000038042,8.258,8.2979,8.2626,8.033,10.7921,11.1525,11.4298,11.7019,7.8966,7.5697,7.9958,8.3479
 ENSMUSG00000003873,10.0334,9.9184,10.0479,9.9532,12.9925,12.9041,13.6476,13.7679,9.8842,9.934,11.2885,10.9466
