User_ID sorted by SD,p53_mock_1,p53_mock_2,p53_mock_3,p53_mock_4,p53_IR_1,p53_IR_2,p53_IR_3,p53_IR_4,null_mock_1,null_mock_2,null_IR_1,null_IR_2
 ENSMUSG00000090223,5.9848,5.6563,6.2094,5.9259,4.6402,4.9209,4.7362,4.8972,6.973,6.8054,6.0345,6.4418
 ENSMUSG00000022557,10.349,10.2953,10.4866,10.4283,11.1776,11.2352,11.7312,11.7161,10.5171,10.5584,12.6223,12.2644
 ENSMUSG00000036928,6.8664,6.7282,6.7607,6.9597,8.0683,8.2758,8.2288,8.9368,7.0681,7.5428,8.6021,8.4488
 ENSMUSG00000094259,4.149,3.9337,3.6483,2.9238,4.3505,4.1352,3.5309,5.8119,2.9238,3.9948,3.4793,2.9238
 ENSMUSG00000094574,4.149,3.9337,3.6483,2.9238,4.3505,4.1352,3.5309,5.8119,2.9238,3.9948,3.4793,2.9238
 ENSMUSG00000094117,8.9353,9.126,8.6717,8.0284,10.9925,8.4576,8.1685,8.4351,8.162,8.0471,8.6642,8.4319
 ENSMUSG00000079442,10.5218,10.4535,10.4717,10.6204,11.5003,11.6098,12.0026,12.0779,10.4523,10.5466,12.4162,12.2651
 ENSMUSG00000037822,12.7353,12.8642,12.6925,13.1209,11.2846,11.181,11.4213,11.7068,13.0412,13.154,11.5198,11.487
 ENSMUSG00000096459,10.9224,11.5402,10.3922,9.8268,10.9753,12.6541,10.1773,10.7495,9.8188,10.0986,10.5311,10.2548
 ENSMUSG00000027022,3.3431,2.9238,2.9238,2.9238,4.2344,5.5257,2.9238,3.7484,2.9238,2.9238,2.9238,2.9238
 ENSMUSG00000027221,7.0398,7.575,7.1771,6.2785,8.0465,8.4654,6.393,7.071,6.3004,5.879,6.2243,6.3721
 ENSMUSG00000022346,10.0763,10.082,9.9052,10.1381,11.1675,12.2358,10.5974,10.0559,9.8274,9.8639,11.579,11.3087
 ENSMUSG00000064326,7.8448,7.4589,7.7163,7.5209,8.8589,8.6868,9.5744,9.5652,7.7005,7.6971,9.0771,8.8662
 ENSMUSG00000038759,11.7511,11.5954,11.6933,11.5608,12.4092,12.4769,13.0542,12.9655,11.7279,11.8056,13.8858,13.445
 ENSMUSG00000062933,12.6161,12.2473,12.483,12.0152,13.2976,13.1942,13.3317,14.0056,12.0389,12.2025,14.3921,13.6597
 ENSMUSG00000030942,10.4774,10.2684,10.3267,10.2368,11.1742,11.2193,11.5143,11.6656,10.2531,10.4361,12.4586,12.2169
 ENSMUSG00000061479,9.9938,9.7778,9.8452,9.6766,10.662,10.7343,11.0089,11.2198,9.5334,9.773,11.9199,11.4472
 ENSMUSG00000021079,8.1669,8.1043,8.0449,7.9036,8.5536,8.726,9.3725,8.9992,8.1814,8.0423,10.3913,9.8299
 ENSMUSG00000027996,3.5148,3.9337,3.4387,3.3992,5.0694,5.8006,4.113,4.4196,3.8312,2.9238,3.4793,3.5861
 ENSMUSG00000068184,6.8258,6.8105,6.6801,6.7179,8.0391,7.8719,8.0322,8.2958,6.3428,6.6995,8.4459,8.3515
 ENSMUSG00000039640,9.8192,9.2706,9.4309,9.6883,10.9569,10.7893,10.7985,10.7885,9.478,9.6666,11.2025,11.5704
 ENSMUSG00000021136,4.5683,5.4877,4.1542,4.9842,6.2499,5.4635,6.7647,5.596,5.6117,5.4169,5.8443,6.8829
 ENSMUSG00000023988,9.4217,9.2903,9.4632,9.5462,10.3018,10.5188,10.3226,10.506,9.394,9.5298,11.6756,11.329
 ENSMUSG00000025357,12.3992,12.7236,12.4913,12.605,12.0523,12.251,11.3879,11.6341,12.7825,12.5817,10.25,10.9068
 ENSMUSG00000001555,4.4774,4.6606,4.1542,4.8122,6.0577,6.03,6.345,6.507,4.5604,5.0704,4.9243,5.5387
 ENSMUSG00000089694,3.7539,5.6335,4.1542,4.3724,5.6507,5.8496,5.1443,5.8448,4.1875,3.886,5.5539,4.8392
 ENSMUSG00000047517,2.9238,3.3828,3.6483,3.3992,4.7228,5.9427,4.113,4.203,3.5706,3.4115,3.4793,3.7315
 ENSMUSG00000020524,2.9238,2.9238,2.9238,2.9238,4.6402,5.3297,2.9238,3.5108,2.9238,3.4115,2.9238,2.9238
 ENSMUSG00000062661,4.6112,5.1049,4.2466,4.7653,5.5271,5.987,5.6284,5.6718,4.7551,4.8076,6.8152,6.5717
 ENSMUSG00000092072,4.8056,4.882,5.6774,5.9259,5.438,5.0135,2.9238,4.6008,5.8283,4.9887,4.5181,4.5962
 ENSMUSG00000038900,11.106,11.0505,11.201,10.8944,12.021,12.1069,12.6624,12.6428,11.0551,11.1572,13.0453,12.6477
 ENSMUSG00000027452,11.6708,11.7957,11.7228,12.0256,10.2566,10.3112,10.3545,10.3779,11.8914,12.0215,10.2728,10.4436
 ENSMUSG00000095562,8.1734,9.3273,9.7002,8.2096,9.1956,9.2851,9.9535,10.5894,8.6002,8.5092,10.2926,9.7841
 ENSMUSG00000058670,7.5185,7.8323,7.8385,8.2217,9.5403,10.181,8.0247,8.3974,8.3034,7.9379,7.51,7.9896
 ENSMUSG00000082653,7.5734,7.8175,7.612,8.2692,6.5703,6.7955,6.8529,6.7149,8.321,8.1033,6.1087,6.1729
 ENSMUSG00000070323,5.649,5.0348,6.721,4.8574,6.2754,5.5257,4.9565,3.9271,4.9232,5.2549,4.1375,4.6993
 ENSMUSG00000078881,4.3786,2.9238,2.9238,3.5932,4.2344,4.4604,5.455,5.0227,4.1103,3.7608,4.596,5.0425
 ENSMUSG00000078789,9.3291,9.1868,9.2666,9.2239,10.0293,10.2896,10.6534,10.641,9.1791,9.0035,11.2713,10.8283
 ENSMUSG00000016554,11.6382,11.4746,11.538,11.3669,12.4039,12.4459,12.7061,12.8496,11.52,11.6044,13.7182,13.2785
 ENSMUSG00000043424,9.5327,9.276,9.5123,9.4153,10.3967,10.5789,10.6583,10.8878,9.3956,9.3824,11.6035,10.9437
 ENSMUSG00000024493,11.1337,11.093,11.1273,11.0975,11.87,12.011,12.537,12.4828,11.1853,11.2596,13.2057,13.0019
 ENSMUSG00000109324,10.2982,10.2584,10.3035,10.5243,11.7454,11.7962,11.8527,11.9047,10.3819,10.4941,12.055,12.001
 ENSMUSG00000024132,9.0834,9.0246,8.99,8.909,10.1853,10.1405,10.7819,10.8264,9.1616,9.1307,10.8026,10.3612
 ENSMUSG00000045983,13.3171,13.2738,13.2106,13.3073,14.5093,14.5816,14.6446,14.7382,13.1348,13.2459,15.1511,14.8447
 ENSMUSG00000082865,4.2113,4.4484,4.2466,4.1501,5.3911,6.7195,4.4672,4.4196,4.2593,3.7608,3.8746,4.3579
 ENSMUSG00000043800,3.5148,3.5702,3.4387,3.3992,4.2344,4.5931,5.2014,5.3398,3.9343,3.7608,2.9238,2.9238
 ENSMUSG00000030127,9.8447,9.7207,9.7221,9.6589,10.6416,10.6349,11.1013,11.1996,9.7307,9.9027,11.8566,11.4976
 ENSMUSG00000022821,3.3431,3.5702,3.8066,3.3992,4.873,5.6971,4.7362,4.3167,3.9343,3.4115,5.1847,4.8825
 ENSMUSG00000095442,8.9315,8.652,7.6405,7.2946,9.5246,8.8135,7.2136,8.102,7.4221,7.5155,7.7429,7.0873
 ENSMUSG00000018583,12.6224,12.5184,12.5381,12.4935,13.3815,13.4118,13.8012,13.8245,12.4803,12.6017,14.6972,14.3511
 ENSMUSG00000031452,4.6927,4.922,4.5528,5.2055,6.707,7.1823,6.1628,5.8119,5.0716,5.4471,5.7848,5.4024
 ENSMUSG00000090634,3.3431,3.3828,3.4387,3.3992,4.7228,5.5257,2.9238,3.7484,2.9238,2.9238,3.4793,2.9238
 ENSMUSG00000044757,4.6927,4.3887,3.8066,4.8122,4.5515,4.821,3.9606,2.9238,5.2967,5.2549,5.8443,5.3438
 ENSMUSG00000079707,5.7409,5.4877,6.0463,6.1307,7.1377,6.8677,7.9707,7.6032,5.5395,6.4314,6.6441,6.9512
 ENSMUSG00000038298,3.8488,4.611,4.0523,3.74,5.7641,5.7498,5.3087,4.7579,4.0265,4.092,5.9013,4.9245
 ENSMUSG00000074497,12.1548,12.6492,12.3296,13.0538,11.9103,12.1579,11.8468,11.91,12.7005,12.642,10.6329,10.4215
 ENSMUSG00000058260,5.776,6.1636,5.6774,6.3982,7.6042,8.3277,6.6113,6.1373,6.0503,6.4165,5.7848,5.9214
 ENSMUSG00000080902,6.7668,6.8205,6.3556,5.9458,7.7642,7.9513,7.2003,8.4298,6.0157,6.6995,7.6144,7.693
 ENSMUSG00000026811,7.4824,7.6212,7.3255,7.6758,8.6386,9.0168,8.8655,8.9591,7.6788,7.5631,9.5545,9.083
 ENSMUSG00000094054,4.3786,4.3887,4.7387,4.8574,4.9419,4.821,2.9238,3.7484,4.3896,2.9238,2.9238,3.5861
 ENSMUSG00000031503,7.0039,7.1554,7.568,6.7959,8.0755,8.185,7.8564,6.8807,7.7113,8.1486,5.5175,8.1799
 ENSMUSG00000092093,2.9238,2.9238,2.9238,2.9238,4.1036,4.4604,5.1443,4.5137,3.5706,3.6103,2.9238,2.9238
 ENSMUSG00000095704,5.9081,5.6335,6.3556,6.586,4.3505,4.1352,5.7076,5.2423,6.2269,6.5583,5.5894,6.1227
 ENSMUSG00000060548,6.3391,6.014,6.4398,6.9597,6.8486,6.6665,7.3285,7.6032,6.7717,7.2995,8.825,8.122
 ENSMUSG00000045967,2.9238,2.9238,2.9238,2.9238,4.4554,5.181,2.9238,4.203,2.9238,2.9238,2.9238,2.9238
 ENSMUSG00000004837,12.4571,12.4174,12.3757,12.303,13.613,13.5549,13.9131,13.991,12.5625,12.4797,14.3131,14.0342
 ENSMUSG00000105977,2.9238,2.9238,2.9238,2.9238,2.9238,2.9238,2.9238,5.6718,2.9238,2.9238,2.9238,2.9238
 ENSMUSG00000001774,10.8211,10.7217,10.8037,10.6852,10.9714,10.9701,11.2273,11.1069,10.7085,10.6571,13.5017,11.6537
 ENSMUSG00000093896,10.0458,9.8987,9.6021,8.1559,10.3261,9.2226,8.519,9.0555,8.445,8.371,8.7041,7.9426
 ENSMUSG00000019429,4.9736,5.1049,5.0431,5.4242,6.7437,7.1246,6.1062,6.4447,4.9232,4.9458,6.2894,6.1893
 ENSMUSG00000048126,5.6105,6.3271,5.5289,5.2055,6.65,6.9804,6.393,5.877,6.9183,5.6154,4.9807,7.5622
 ENSMUSG00000020537,9.8896,9.8043,9.8421,9.8215,10.6585,10.755,11.4796,11.3917,9.9319,9.9723,11.8981,11.4023
 ENSMUSG00000095514,6.4181,5.8267,6.2094,6.7179,4.7228,5.181,5.6686,6.0558,6.7614,6.7237,7.519,6.9795
 ENSMUSG00000068452,3.3431,2.9238,2.9238,2.9238,5.0694,4.821,2.9238,3.9271,2.9238,2.9238,2.9238,2.9238
 ENSMUSG00000032301,11.2745,10.9388,11.3066,10.7674,11.9828,11.9168,12.1755,12.2133,11.0339,11.1416,13.2606,12.8493
 ENSMUSG00000026399,14.1369,14.2872,14.0475,14.2266,13.8189,13.8096,13.9735,14.1759,14.451,14.5691,11.9539,12.4911
 ENSMUSG00000083856,3.8488,3.8306,3.9381,3.8623,5.24,5.5853,5.2014,5.8119,3.8312,3.6103,4.1375,4.2895
 ENSMUSG00000085547,2.9238,2.9238,2.9238,2.9238,3.9523,5.3982,4.2447,4.6008,3.5706,3.4115,4.2461,3.9579
 ENSMUSG00000092048,4.0826,3.8306,2.9238,4.1501,4.5515,5.8496,3.9606,3.7484,3.7128,4.092,5.1847,5.1157
 ENSMUSG00000041347,4.6112,4.754,4.0523,4.8122,5.6107,6.6114,5.8184,5.6344,4.3264,4.4735,5.9561,5.732
 ENSMUSG00000039349,5.3053,6.2403,6.4067,6.0038,7.2311,8.0473,6.6901,6.5272,5.8482,6.2423,5.0867,6.3137
 ENSMUSG00000021384,10.1585,10.1206,10.2708,10.2198,8.7686,8.4959,8.5922,9.0417,10.4737,10.5398,9.2079,8.9349
 ENSMUSG00000007659,8.5467,8.2138,8.138,9.0672,9.4547,9.723,10.3364,10.1815,8.0816,9.7759,9.4001,9.5504
 ENSMUSG00000074342,10.6339,10.4677,10.4528,9.9139,8.9399,9.0273,8.6225,8.3643,10.0527,9.6047,8.6843,9.4733
 ENSMUSG00000024844,9.3929,8.9107,9.1324,9.5187,10.5529,10.4366,10.6163,10.6796,8.7992,9.1216,10.6757,10.7086
 ENSMUSG00000079652,4.3257,4.3887,4.3315,4.1501,5.5271,6.1898,6.1628,5.596,4.3264,4.3368,5.276,5.7092
 ENSMUSG00000081967,2.9238,3.8306,2.9238,4.0637,2.9238,4.5931,2.9238,5.2423,2.9238,2.9238,4.0154,3.5861
 ENSMUSG00000045350,2.9238,2.9238,3.4387,2.9238,4.6402,5.3297,3.7763,4.203,2.9238,2.9238,3.4793,3.8525
 ENSMUSG00000040035,5.776,6.1317,5.9799,6.3246,7.5942,8.1373,5.9536,5.8119,6.3288,6.2756,5.3194,6.0347
 ENSMUSG00000020877,7.7699,7.7094,7.7028,7.6699,8.4851,8.267,9.1891,9.2582,8.0052,8.1033,10.0018,9.2922
 ENSMUSG00000038975,10.1188,10.0101,10.1053,9.9961,10.9481,11.0661,11.5184,11.4434,9.9936,10.1529,12.0852,11.7478
 ENSMUSG00000084955,2.9238,2.9238,2.9238,2.9238,4.4554,5.3297,2.9238,2.9238,2.9238,2.9238,2.9238,2.9238
 ENSMUSG00000082935,4.5237,4.8408,4.7948,5.5081,6.1976,6.4322,6.8006,6.4658,5.1062,4.9014,6.1326,6.0706
 ENSMUSG00000020766,8.6523,8.3638,8.6081,8.4856,8.6627,8.6259,9.2679,9.279,8.7455,9.006,10.7319,10.5825
 ENSMUSG00000095571,11.3061,10.6373,10.0585,9.0333,10.2455,11.1585,9.3088,9.6659,9.2247,9.403,9.3456,9.26
 ENSMUSG00000044006,4.149,3.5702,3.4387,4.0637,4.873,5.4635,5.2014,5.4739,3.7128,3.4115,4.8032,4.9245
 ENSMUSG00000099764,5.1499,4.3887,4.7948,4.1501,2.9238,4.5931,2.9238,5.0227,4.1103,5.4471,4.6691,4.3579
 ENSMUSG00000033752,5.7585,4.611,5.7053,5.2717,6.3728,6.6932,6.8699,6.8329,5.4892,5.3544,6.8585,6.8729
 ENSMUSG00000038725,7.1623,6.7176,6.2285,4.7165,5.1855,5.6971,5.7455,5.2423,4.6121,5.1842,5.1847,5.0425
 ENSMUSG00000081593,4.5237,4.1867,3.8066,4.4373,5.1855,5.987,4.7362,4.8295,4.1103,2.9238,4.1375,5.2825
 ENSMUSG00000106821,2.9238,2.9238,2.9238,2.9238,4.6402,5.181,2.9238,3.7484,2.9238,2.9238,2.9238,2.9238
 ENSMUSG00000068579,4.149,4.2584,2.9238,2.9238,5.0072,5.181,4.113,4.5137,4.5062,4.4735,5.276,5.1157
 ENSMUSG00000052751,8.2085,8.1483,8.0818,8.1727,9.2347,9.2587,9.8205,10.0524,8.1463,8.3595,9.8374,9.5331
 ENSMUSG00000010755,10.0546,10.0134,9.9096,9.9926,10.9915,11.1296,11.417,11.3697,9.9781,9.9885,11.9646,11.6591
 ENSMUSG00000063802,9.0416,8.9292,9.0708,9.0605,9.7413,9.5806,10.5284,10.6072,9.12,9.1464,11.1281,10.5641
 ENSMUSG00000036872,2.9238,2.9238,2.9238,2.9238,4.7228,5.2574,3.5309,3.5108,3.3831,2.9238,4.2461,3.7315
 ENSMUSG00000043487,5.8436,6.0487,5.4972,5.7327,6.7437,7.0646,7.3886,7.4326,5.7025,4.9887,6.7087,6.534
 ENSMUSG00000054662,3.8488,3.5702,4.0523,3.3992,4.873,5.6423,5.408,5.2423,3.7128,3.7608,3.8746,3.9579
 ENSMUSG00000082838,7.4074,8.042,8.3255,8.3778,7.948,8.1661,8.9594,10.3028,7.844,8.0755,8.0022,7.2814
 ENSMUSG00000032332,3.9338,4.0258,3.4387,3.9687,5.8,6.1898,4.3616,4.3167,4.6617,4.4073,4.596,4.965
 ENSMUSG00000054619,8.0835,8.0206,8.2017,7.9382,6.962,6.9585,6.8699,6.3342,7.743,7.9836,5.9827,6.482
 ENSMUSG00000095427,3.7539,2.9238,4.5528,5.3951,5.24,4.7123,3.9606,5.0811,4.6617,4.9014,5.7541,5.0044
 ENSMUSG00000101964,9.9754,10.467,10.2314,10.8,8.7552,8.5479,9.0513,9.1748,10.5711,10.4122,9.2517,9.231
 ENSMUSG00000102161,4.6927,2.9238,4.7948,3.9687,2.9238,4.5931,5.1443,3.5108,4.3264,4.4073,2.9238,3.9579
 ENSMUSG00000027074,9.0748,8.6408,8.9189,8.5638,10.1669,10.0636,10.4406,10.4254,8.5857,8.7336,9.9546,10.2009
 ENSMUSG00000001496,4.7691,4.754,4.7948,5.6125,6.1153,7.1441,5.0222,5.2423,4.9232,4.5362,4.596,4.4833
 ENSMUSG00000099418,4.0112,4.611,3.8066,4.0637,4.8002,5.987,5.0847,4.8972,4.2593,4.2614,5.9827,5.8404
 ENSMUSG00000004231,2.9238,2.9238,2.9238,3.3992,4.8002,5.181,3.5309,3.5108,2.9238,2.9238,2.9238,2.9238
 ENSMUSG00000074635,4.9417,5.1715,5.0431,5.3036,6.7618,7.3425,4.9565,5.8119,4.7993,5.5339,5.276,5.9792
 ENSMUSG00000094501,4.149,4.611,4.3315,4.2295,5.8,6.6665,4.113,4.4196,4.2593,4.092,4.5181,4.6488
 ENSMUSG00000015599,6.9892,7.5089,7.2157,7.3909,7.0526,7.9178,6.077,6.0835,7.0597,7.0355,5.3614,5.732
 ENSMUSG00000079025,2.9238,3.3828,2.9238,3.3992,4.7228,5.3982,4.113,3.5108,3.5706,2.9238,3.8746,4.4833
 ENSMUSG00000029777,10.82,10.6295,10.7621,10.7141,11.6071,11.5771,12.1151,12.1981,10.6896,10.7649,12.7925,12.33
 ENSMUSG00000008373,10.6846,10.5786,10.6897,10.4602,11.604,11.6663,11.8269,12.002,10.6294,10.8398,12.635,12.4546
 ENSMUSG00000055333,2.9238,3.3828,3.4387,3.5932,5.0694,5.4635,3.5309,4.203,3.5706,3.6103,2.9238,3.3941
 ENSMUSG00000018565,9.355,9.3045,9.3554,9.403,10.2661,10.2498,10.7763,10.8584,9.3328,9.5535,11.3584,11.0703
 ENSMUSG00000079224,6.7495,6.5597,7.0226,6.9304,6.224,5.2574,7.4119,7.8464,7.1093,6.9146,8.3178,7.4184
 ENSMUSG00000021643,4.9417,5.1049,4.9,4.1501,5.9665,5.6423,5.6284,5.6344,5.1062,4.8076,6.9279,6.5717
 ENSMUSG00000052131,7.054,7.1156,7.4599,7.0623,7.165,6.1898,6.1348,6.2144,6.9367,6.5447,4.738,5.6387
 ENSMUSG00000006728,11.1073,10.87,10.9926,10.7852,11.4179,11.3336,11.9162,11.9124,10.9362,11.0445,13.1779,12.7959
 ENSMUSG00000042414,2.9238,2.9238,2.9238,2.9238,4.4554,5.181,3.5309,3.7484,2.9238,2.9238,4.2461,4.1376
 ENSMUSG00000026019,10.9368,10.9814,10.9224,11.0581,11.8497,12.1032,12.4151,12.2832,10.8922,10.9946,12.9906,12.5616
 ENSMUSG00000093701,2.9238,4.3887,2.9238,4.4373,3.9523,4.4604,2.9238,5.0811,4.0265,2.9238,2.9238,3.8525
 ENSMUSG00000082791,3.3431,3.3828,2.9238,3.3992,3.7693,5.5853,3.7763,4.4196,2.9238,3.4115,3.4793,4.6993
 ENSMUSG00000031376,3.7539,4.1867,3.8066,3.9687,5.1287,5.987,3.7763,2.9238,3.8312,3.6103,4.2461,3.9579
 ENSMUSG00000024399,13.298,13.1291,13.2858,12.8852,11.845,11.578,11.7559,12.2249,13.4104,13.4622,13.7984,13.4936
 ENSMUSG00000003420,10.6144,10.6781,10.6499,10.5349,9.5455,8.9355,9.315,8.9554,10.5194,10.4792,8.7353,9.3935
 ENSMUSG00000101262,4.149,4.5052,4.9,3.3992,4.8002,4.7123,4.5639,4.8295,4.3896,4.4073,6.7856,4.8825
 ENSMUSG00000075270,5.3534,5.4355,5.7327,5.5349,7.3898,7.7504,6.1348,6.0558,5.7457,5.4169,5.5175,5.9409
 ENSMUSG00000033768,6.3274,6.8978,6.4722,7.4811,8.0019,8.0473,7.89,7.9242,7.0342,7.1199,5.8149,6.1893
 ENSMUSG00000059058,4.5683,4.611,4.0523,4.6126,5.3911,5.8006,5.3087,7.1509,5.2049,5.0302,5.2311,5.3438
 ENSMUSG00000021867,6.4613,6.3822,6.4234,5.9259,5.8349,5.2574,6.1628,6.7149,7.8144,7.7213,6.8866,7.4456
 ENSMUSG00000072676,6.4613,6.3822,6.4234,5.9259,5.8349,5.2574,6.1628,6.7149,7.8144,7.7213,6.8866,7.4456
 ENSMUSG00000024309,9.0592,9.0246,8.9732,8.9844,9.7967,9.6937,10.3409,10.4052,9.0998,9.1171,11.1464,10.7267
 ENSMUSG00000030717,6.1266,6.3822,6.638,6.3545,7.7819,8.016,6.0167,5.7782,6.4627,6.2423,5.1847,6.482
 ENSMUSG00000026586,6.1533,6.7068,6.0889,7.124,8.1659,8.7,7.0143,6.8002,6.909,6.3556,6.4306,7.0254
 ENSMUSG00000066902,3.9338,4.1867,2.9238,4.4373,2.9238,5.0999,2.9238,2.9238,3.8312,4.8076,4.2461,4.2163
 ENSMUSG00000086962,5.7409,5.6103,5.4314,6.0777,6.5287,7.6587,5.9855,6.0558,5.4633,5.6924,7.3066,7.289
 ENSMUSG00000020471,9.2333,8.9061,8.8163,8.7866,9.5455,9.6054,9.7145,9.8583,8.8142,9.0207,11.1651,10.7636
 ENSMUSG00000009292,10.8226,10.9631,11.0779,10.9842,11.9307,11.84,12.0419,12.1374,10.3786,10.1328,9.885,10.4403
 ENSMUSG00000024829,8.9986,8.8466,9.0038,8.6912,9.6503,9.6158,10.1705,10.2003,8.8535,8.8367,10.9976,10.5031
 ENSMUSG00000073130,3.5148,3.7122,4.0523,3.3992,5.0694,5.3297,4.9565,3.9271,3.3831,3.4115,4.9807,5.0425
 ENSMUSG00000070837,2.9238,2.9238,3.6483,4.2295,2.9238,5.181,4.3616,4.3167,3.7128,3.6103,4.8652,4.6488
 ENSMUSG00000068699,2.9238,3.3828,2.9238,2.9238,5.3911,4.7123,3.7763,3.9271,4.0265,3.4115,2.9238,3.5861
 ENSMUSG00000022817,9.8407,9.9605,10.242,10.002,9.0966,8.442,8.5613,8.4083,9.6084,9.6682,8.0464,8.4387
 ENSMUSG00000023031,7.5635,7.3533,8.3816,8.1851,7.3187,7.3255,7.4797,6.8962,7.64,7.7509,5.3614,6.7135
 ENSMUSG00000021583,11.7931,11.6041,11.6984,11.5033,12.2899,12.2721,12.8801,12.8151,11.6047,11.7328,13.8764,13.3013
 ENSMUSG00000050248,4.6112,4.5593,4.4837,4.0637,5.9023,6.4945,5.1443,5.0227,4.7093,3.6103,4.4346,5.1157
 ENSMUSG00000044377,3.8488,2.9238,2.9238,3.5932,2.9238,2.9238,3.7763,5.5565,2.9238,2.9238,3.8746,3.7315
 ENSMUSG00000025482,4.3257,4.754,4.4837,4.2295,5.8,6.2634,5.6686,4.9615,4.0265,4.4735,6.1561,5.0044
 ENSMUSG00000013974,7.0398,6.1636,6.55,6.2309,7.8338,8.1661,8.0472,7.9089,6.3839,6.8279,7.6801,7.9616
 ENSMUSG00000062309,3.5148,3.5702,3.4387,3.3992,4.4554,3.9222,4.2447,3.9271,2.9238,3.4115,5.276,5.4585
 ENSMUSG00000054161,5.2038,5.2035,5.0875,5.5613,5.8,6.1515,6.7464,6.2392,4.8833,5.3221,7.106,6.9795
 ENSMUSG00000026303,6.3848,6.4352,6.3204,7.2479,7.9867,8.6465,6.9033,6.6793,6.2568,6.4606,6.0345,6.5841
 ENSMUSG00000041774,7.9083,7.8994,7.875,8.1432,8.9478,9.0273,9.2092,9.178,8.0397,7.9584,9.9808,9.7436
 ENSMUSG00000034321,9.0557,8.9406,8.99,9.0538,9.814,10.0248,10.1975,10.0645,9.0584,9.2392,11.103,10.9673
 ENSMUSG00000093384,5.776,5.0348,5.3972,4.3724,6.5075,6.6932,5.2014,7.1115,5.2362,5.879,5.6239,6.1396
 ENSMUSG00000028464,5.3053,4.922,4.9972,4.8122,6.2754,6.7706,6.6314,4.7579,5.4892,5.5888,4.738,6.4553
 ENSMUSG00000027364,8.5417,8.4527,8.6331,8.6349,9.0091,8.8013,9.9009,9.8222,8.5533,8.6097,10.6121,10.2739
 ENSMUSG00000040809,8.4594,7.1396,6.9896,5.7327,6.6882,6.9804,7.5445,6.849,5.635,7.0736,6.1087,7.0699
 ENSMUSG00000051985,3.8488,3.8306,3.9381,3.5932,5.24,6.0717,4.113,4.5137,3.3831,4.2614,3.4793,4.2895
 ENSMUSG00000051314,9.4828,9.181,9.2983,8.2015,8.1249,7.9178,7.3285,7.4849,8.4482,7.7742,7.3375,7.5434
 ENSMUSG00000010136,5.8763,5.8663,6.7737,6.763,4.4554,5.5853,4.9565,5.2423,6.8023,6.1908,5.276,5.1508
 ENSMUSG00000000916,9.1538,9.1479,9.1096,9.2199,9.7836,9.9329,10.2726,10.26,9.3171,9.2096,11.4387,10.8976
 ENSMUSG00000079884,8.5216,8.28,8.3731,8.4344,7.3898,8.598,9.4839,9.4144,8.162,8.3557,10.0979,9.6962
 ENSMUSG00000026011,6.0575,6.014,5.8115,5.239,7.3898,7.8719,6.4844,6.6793,5.998,5.3544,5.9561,5.8611
 ENSMUSG00000029074,4.149,4.1096,3.6483,3.8623,5.2923,5.9427,5.1443,5.386,3.8312,3.9948,3.8746,4.052
 ENSMUSG00000018677,9.7244,9.5162,9.5353,9.9616,10.3981,10.2431,10.7639,10.9916,9.2415,10.5381,11.6584,11.3984
 ENSMUSG00000063229,12.0347,11.7897,12.1068,11.8843,12.5326,12.3134,12.7387,12.6559,11.904,11.9077,14.2125,13.7471
 ENSMUSG00000033219,2.9238,2.9238,3.4387,2.9238,4.7228,5.0999,2.9238,3.7484,2.9238,2.9238,2.9238,2.9238
 ENSMUSG00000099998,5.6299,5.6563,4.1542,5.3653,6.0577,5.8006,6.8183,6.3794,5.1728,5.5888,6.9279,6.4952
 ENSMUSG00000031845,4.5683,5.1386,4.9,5.3348,6.6107,6.9804,5.8877,5.1907,4.9232,5.1095,4.5181,5.8611
 ENSMUSG00000026883,8.3408,8.3295,8.4993,8.773,9.3309,9.0532,9.7628,9.9779,8.5413,8.5435,7.1646,7.9569
 ENSMUSG00000021439,3.8488,3.9337,3.8066,4.4373,4.873,5.8006,3.5309,4.3167,3.3831,3.4115,3.7047,2.9238
 ENSMUSG00000057969,4.5683,4.7082,4.8485,5.0995,5.8,6.3671,5.6284,5.0811,4.7551,4.6522,6.6275,6.5212
 ENSMUSG00000020430,11.2154,11.0169,11.1386,11.0626,11.9771,11.983,12.2338,12.3438,11.164,11.3582,13.2468,12.9707
 ENSMUSG00000057914,5.7585,5.701,5.5289,6.0956,7.023,7.8602,7.0742,6.5668,5.5881,5.8347,6.8004,7.2117
 ENSMUSG00000025795,11.0692,11.158,11.0193,11.4248,9.8585,9.6904,9.7027,10.0662,11.1532,11.2632,9.5011,9.6132
 ENSMUSG00000066113,3.3431,3.3828,3.4387,3.3992,5.0072,5.4635,3.5309,3.7484,3.3831,2.9238,2.9238,3.7315
 ENSMUSG00000095300,2.9238,2.9238,2.9238,2.9238,4.3505,5.3297,2.9238,3.5108,2.9238,2.9238,2.9238,2.9238
 ENSMUSG00000075023,2.9238,2.9238,3.4387,3.3992,4.2344,5.181,4.5639,4.5137,2.9238,3.4115,2.9238,3.5861
 ENSMUSG00000096617,4.3786,2.9238,4.2466,4.7165,4.2344,2.9238,2.9238,5.0227,4.1875,5.0302,4.3444,4.4223
 ENSMUSG00000043102,7.1623,7.3046,7.1173,7.6875,5.7641,6.3334,6.1348,6.0835,7.5827,7.7858,5.7541,6.1893
