genes,WTvsMu_lfc,WTvsMu_FDR,IRvsMock_lfc,IRvsMock_FDR,Interaction_lfc,Interaction_FDR
mt-Atp8,0.167150927,0.999574161,0.184900736,0.778101615,-0.013358811,0.989123278
Cpped1,0.169843503,0.999574161,0.018183633,0.970437943,2.417717091,4.23786E-17
Cd209b,0.858420143,0.999574161,-0.83180027,0.568825546,-0.441030831,0.843432247
Aurkaip1,-0.103644729,0.999574161,1.151848129,1.39355E-05,-0.709270577,0.066699587
Zfp600,-0.468506507,0.999574161,1.341405162,0.276716939,0.732799731,0.715072637
Muc5b,-0.13629733,0.999574161,2.09339676,0.013889096,0.893500207,0.531744103
Adamtsl1,0.969898729,0.999574161,1.670151975,0.627673602,2.364133336,NA
Gm10154,0.857438881,0.999574161,0.078625077,0.984118312,-0.831960291,0.882456559
Gm10155,-0.5749478,0.999574161,0.375618863,0.719728179,-0.031529341,0.984939025
Cacng3,-0.714228466,0.999574161,0.350113682,0.82672158,2.292430327,0.130611856
Anks6,-0.260218942,0.999574161,-0.407158114,0.679575232,-0.016556522,0.991377646
Ipo7,-0.028156316,0.999574161,1.721465266,2.40634E-17,-0.816023879,0.004738141
Gm10157,-0.636502289,0.999574161,1.056241594,0.628887338,1.102324017,0.719904804
Gm12918,-0.000725568,NA,-9.436503509,NA,10.44863547,NA
Wdr6,-0.003890208,0.999574161,-0.340628474,0.294617028,0.226963814,0.651512064
Rps13-ps1,-0.793130316,0.999574161,0.253414989,0.945707415,0.891990479,0.821768416
Serpina3f,0.829620847,0.925766343,-0.11351099,0.913132991,-0.186483003,0.87780828
Rdh11,-0.187457021,0.999574161,0.802031207,0.000179814,-0.812668709,0.005426806
Gm10163,-0.155142925,0.999574161,-0.067971238,0.977158499,0.307586301,0.900517657
Gm5786,0.006857316,0.999574161,1.297160073,0.092027671,-0.757120034,0.54284984
Rpl17-ps9,-0.019787525,0.999574161,0.15001535,0.9567589,-0.614426526,0.830249835
Gm6969,0.642027013,0.999574161,-1.440857335,0.605644213,4.217775375,0.153749069
Insyn1,-0.115215816,0.999574161,3.703263107,8.42626E-08,0.525393704,0.696988023
Tecpr1,-0.085362003,0.999574161,-0.763814196,7.48697E-05,0.539065727,0.050940841
Pgk1-rs7,-0.045925673,0.999574161,7.334723662,0.274527362,-0.94862962,0.937871678
Pilrb2,0.321840866,0.999574161,-0.343212378,0.395909531,-0.031693204,0.964953277
Pilrb1,0.427135157,0.999574161,-0.188332146,0.698286855,-0.160395429,0.814769897
Zbtb16,-0.084171078,0.999574161,-0.329136927,0.762533632,1.99869374,0.056634775
Gm10172,0.102805844,0.999574161,0.422597302,0.629629856,1.296196887,0.180532405
Rnasel,0.152085965,0.999574161,-1.155723301,1.9454E-05,1.010341881,0.006535248
Gm10181,-0.269730085,0.999574161,-0.94192593,0.365428264,2.484644936,0.03734815
Hmcn1,-0.605519423,0.999574161,-0.030684114,0.976874676,0.320524635,0.753741718
Oas1g,0.034998225,0.999574161,-0.698405682,0.21636393,0.482982819,0.579221859
Rps23-ps2,-0.898336455,0.999574161,-0.42890676,0.917764051,0.489737178,NA
Cryba4,0.893177109,0.999574161,-0.453128984,0.746273106,-0.409604663,0.832057084
Serpinb7,-0.585289543,0.999574161,-0.736830256,0.162792125,0.254873205,0.783657353
Vmn2r10,0.048965351,0.999574161,-0.850220069,0.390626742,0.795019219,0.576563471
Capza1-ps1,-0.397350175,0.999574161,0.064177801,0.967682594,-0.640693425,0.662482835
Rps12-ps3,-0.065097608,0.999574161,0.281228123,0.741598717,-0.44326527,0.687617099
Rps15a-ps5,-0.525195167,0.999574161,-0.251377367,0.790445718,0.723900111,0.508266563
Rpl7a-ps11,-0.846897314,0.999574161,0.307332897,0.914081599,2.787651279,NA
Jchain,1.52284578,0.552225806,0.246002998,0.845271044,-0.156909868,0.925071066
Eif1ax,-0.113091136,0.999574161,1.925047978,2.72251E-14,-1.177013102,0.000770879
Frat1,-0.408195131,0.606547702,-1.063915496,1.67417E-06,0.719862782,0.022791076
H2-T23,-0.005135879,0.999574161,-0.803580534,0.000110343,0.220686822,0.547800641
Nipal1,-0.127401176,0.999574161,1.941042398,0.017313788,0.636060047,0.65748647
Cnga1,-0.011789252,0.999574161,0.112819208,0.944420667,2.208039245,0.069586541
Gm10203,0.01419026,0.999574161,-0.799136987,0.331731019,2.216473748,0.017603231
H2-Eb2,-0.043857266,0.999574161,-0.149679268,0.554387582,-1.000196115,4.88951E-05
Rps25-ps1,-0.617098564,0.999574161,0.860245883,0.520590576,0.541016413,0.789479358
B430203G13Rik,-0.102997163,0.999574161,-0.115297327,0.920677865,2.247681484,0.012985227
Tmem128,-0.085698787,0.999574161,0.214818833,0.530635335,-0.310316763,0.492668062
Lyar,0.104995233,0.999574161,2.286102045,1.06092E-23,-0.969530028,0.002696854
B3galt4,-0.180598854,0.999574161,0.3441569,0.218752639,-0.517710889,0.159286622
H4c11,-0.194073125,0.999574161,-0.51673763,0.215370596,-0.236130494,0.736974089
Olfr1456-ps1,-0.082414642,0.999574161,-0.927007641,0.492975783,2.058991127,0.197667959
Gm7666,-0.000784483,0.999574161,2.550853461,9.08849E-08,-0.793466833,0.312091951
Rpl35a-ps3,-0.206549604,0.999574161,-0.277916416,0.955168778,4.109747692,0.294697479
S1pr3,0.511899304,0.39947255,-0.369673488,0.196804098,-2.375821899,4.89734E-15
Klra3,-0.215902929,0.999574161,0.023863634,0.981476684,-0.661237691,0.606745326
Klra7,-0.253450188,0.999574161,-0.204416439,0.827389254,0.292434457,0.805967344
Gm5862,-0.254429227,0.999574161,-0.29425731,0.855323884,0.476234205,0.814673337
Lpar5,0.20319859,0.999574161,-0.132565479,0.805283764,-1.013179219,0.044193349
Gm10221,0.676986433,0.999574161,1.499347665,0.669220717,-0.530209592,0.91826984
BC003965,-0.045713828,0.999574161,1.830668848,1.81665E-10,-0.725297758,0.096097879
Khdc1a,-0.710294842,0.999574161,0.334520974,0.848846006,0.36446886,0.873740911
Myl9,-0.398891836,0.999574161,-1.327224882,0.139843654,1.198451978,0.355881848
Zic3,0.571806848,0.999574161,0.454887624,0.930482226,1.738654344,NA
Tcea1-ps1,0.515120677,NA,3.071056994,NA,1.126294418,NA
Casp16,0.161597616,0.999574161,2.531988148,0.014857266,-0.883907423,0.628660033
Rex2,-0.545717857,0.999574161,-0.638773747,0.818846891,-0.554320391,0.881153738
Rtl8b,0.028689825,0.999574161,-1.036937529,0.010438955,1.110914428,0.041520353
Rtl8a,0.213763935,0.999574161,-1.073871212,0.015801127,0.789856787,0.225188312
Gtf2f2,-0.024274957,0.999574161,1.840730104,2.49654E-19,-0.79892001,0.006519441
Gm14648,1.680376011,0.999574161,1.596621851,0.426409563,-1.428858515,0.623843138
Mas1,0.263636748,0.999574161,1.692693283,0.542201697,1.871901771,NA
Tcp1,-0.031856616,0.999574161,1.849705875,2.8388E-14,-1.012081351,0.003112685
Cenpm,0.217288926,0.999574161,1.580510678,5.33722E-05,0.014068328,0.986921469
Tnfrsf13c,-0.23730623,0.999574161,0.528270626,0.021698759,-0.684859545,0.023940503
Ndufaf2,0.271245317,0.999574161,2.051351036,1.50451E-14,-0.615177079,0.139505328
Lgals1,0.001179535,0.999574161,-0.610534317,0.051711425,0.147583368,0.796363315
Apol9b,0.610834803,0.999574161,-0.248205729,0.902593641,-0.021637289,0.992223226
Apol7b,-0.200317899,0.999574161,0.015291552,0.988483571,-0.346859435,0.804169793
Usf3,-0.091110679,0.999574161,-0.677431039,5.54535E-05,0.044334465,0.899601215
Nat8f4,-0.111602722,0.999574161,0.159862172,0.734108769,-0.280874934,0.638897427
Slc4a5,-0.243946976,0.999574161,1.839635013,0.063893028,-0.561571177,0.755174754
Gml,1.302082345,0.980490136,1.394551105,0.217369391,-3.079274433,0.026613925
D430041D05Rik,-0.162506757,0.999574161,-0.605494536,0.56007363,1.800055659,0.115732965
Gm10240,0.291284193,0.999574161,-1.057738327,0.580214404,1.227308964,0.637073757
Rnase12,-0.08071935,0.999574161,-0.858744843,0.344813966,-1.455284463,0.251026479
Pnp2,0.712090506,0.999574161,-0.815929528,0.327760396,-0.756584016,0.539112967
Duox2,0.675610162,0.999574161,0.224308977,0.976796603,5.106599724,NA
Uty,-2.641657216,1.64534E-07,-0.017352767,0.982106514,2.071693034,0.003558399
Gm5518,0.189826304,0.999574161,2.565597986,0.001001141,-0.851143769,0.530051155
Gng5,-0.109653162,0.999574161,0.669214153,0.042425313,-0.860265516,0.049433988
Zfp467,0.032481871,0.999574161,-0.887892642,0.01607916,0.072391351,0.921834248
Myadm,-0.327620605,0.999574161,-2.702155867,4.24962E-12,0.424665481,0.554598549
Rpl7a-ps3,-1.581900227,0.999574161,1.227592174,0.469105389,0.877689589,0.740528001
Mgam,2.351089424,0.579404689,0.391846472,0.848846006,0.704706254,0.771170517
Gml2,1.046232947,0.999574161,0.938411884,0.630568073,-2.342618101,0.313164435
Gm8225,-1.888434047,0.735652091,0.468305823,0.751834202,2.186352187,0.174036982
Flnc,-3.52404725,0.87016768,-1.669939143,0.579388768,7.297731077,NA
Tmem167b,-0.11835271,0.999574161,0.594546493,0.02213652,-0.575053196,0.11364446
Trp53i11,-0.218002891,0.999574161,-1.546924665,8.79676E-09,1.944039784,1.38798E-08
Celsr2,-0.761144452,0.747306229,-0.068799656,0.934372334,2.240407469,0.000153428
Psrc1,0.181641142,0.999574161,-0.264409359,0.597474555,6.631879706,3.80145E-56
Mybphl,0.428634213,0.999574161,-0.1429752,0.951014922,2.730459275,0.100127499
Sort1,0.719091937,0.552103887,-0.941086045,0.017470474,-0.053451147,0.948564687
Ptprz1,0.521303363,0.999574161,0.245632893,0.87863964,1.403363727,0.366122692
Psma5,-0.093102436,0.999574161,1.716500808,9.20569E-10,-0.949280418,0.017965569
Il3ra,0.124675244,0.999574161,-0.812340371,0.02742066,0.733243561,0.156386462
Rap1a,0.053468038,0.999574161,0.385314915,0.031653975,-0.906388591,2.75268E-05
H2bc21,-0.159214681,0.999574161,-0.126326886,0.8108284,-0.189699322,0.775866886
Sf3b4,-0.131831724,0.999574161,1.272907432,2.30256E-06,-0.573590537,0.166046519
Gm128,-0.120576906,0.999574161,-0.38978486,0.481808498,-0.272714558,0.748850581
Selenbp1,0.233490077,0.999574161,-0.836207301,0.036732017,-0.084240068,0.913695822
Ssb,0.020488246,0.999574161,1.661212267,7.76233E-20,-0.898315992,0.000358239
Sprr2a2,-0.192842312,0.999574161,0.453127929,0.81312152,0.384302914,0.878354468
Gm5537,1.320962009,0.562293227,2.535195251,0.000242239,-0.82056398,0.486711553
Gm10254,2.360876239,0.999574161,3.763329602,0.494029065,-0.698880416,NA
Ddx3y,-6.072993388,NA,0.750624791,NA,3.71653074,NA
Eif2s3y,-5.904062759,NA,0.225962073,NA,3.996277971,NA
Gm10259,6.123675701,0.562293227,6.856262036,0.038335652,-6.700392473,0.126794646
Zbtb10,-0.145389039,0.999574161,1.118124879,1.56412E-05,1.271914491,0.000191327
Cep43,-0.349272503,0.989253296,0.439260566,0.146345796,-0.394668168,0.368448031
Zfp874a,-0.149150043,0.999574161,0.232964689,0.531412871,2.277787208,3.7272E-11
Fam8a1,-0.077390428,0.999574161,-0.220808789,0.420736857,-0.286033824,0.439943939
Dusp22,-0.304894566,0.932119716,-0.320417617,0.215286349,-0.007558067,0.988113346
H3c2,0.528961487,0.999574161,0.225730637,0.706923611,-1.322398094,0.024040338
H2bc7,0.061012167,0.999574161,0.68009433,0.134575225,-0.750380054,0.233699721
H2ac6,-0.125923529,0.999574161,-0.17245042,0.77500454,-0.352806243,0.633932492
H2ac8,0.278398445,0.999574161,0.163246999,0.811291738,-1.090177779,0.091720463
H4c6,-0.002611532,0.999574161,-0.287790998,0.588776498,-0.697359868,0.262195949
H2bc11,0.284440112,0.999574161,0.193946102,0.779235601,-0.692017175,0.358972058
H2ac11,0.309694769,0.999574161,0.156199583,0.841464517,-0.771261651,0.332726041
H2ac12,0.612356412,0.999574161,0.208711033,0.787263079,-1.863717608,0.008292859
H2bc24,-0.159834022,0.999574161,0.333511715,0.578828331,0.022508764,0.98277215
H4c18,1.073736702,0.038466376,0.046252146,0.947273208,0.219014068,0.758920104
H4c17,-8.932223898,3.52018E-15,-0.226481789,0.916852815,0.235076355,0.932894117
H2bc22,-0.068458041,0.999574161,0.053686659,0.960782146,1.3057066,0.099886577
H3c3,0.353879218,0.999574161,-0.068035995,0.919209996,-1.054808363,0.053717745
Lyz1,0.719409306,0.999574161,-0.82144647,0.254815327,-0.413400409,0.728276521
Lyz2,0.015889252,0.999574161,-0.420806234,0.564350293,-0.620699534,0.513945411
Gm11733,0.400907802,0.999574161,-2.68970787,0.09417597,2.130039558,0.337499966
Cd300ld3,0.159492335,0.999574161,-0.825011299,0.158772997,0.468214813,0.61853782
Cd300ld4,0.579457669,0.999574161,1.511057175,0.381120573,-1.268642114,0.620446872
Gm10273,0.828621942,0.999574161,4.501116776,0.009547617,-1.852627887,0.522482174
Pex11g,-0.079410812,0.999574161,-1.23412021,4.49955E-05,1.058107281,0.011256822
4933406P04Rik,-0.71342309,0.999574161,-0.300845944,0.710920343,1.071947268,0.225188312
Ube2u,0.215697687,0.999574161,-0.148406519,0.961667769,1.973632818,0.439943939
Psmb3,-0.097148414,0.999574161,1.487247803,2.38263E-06,-0.829156494,0.073942701
Tmem100,5.087760808,0.157675496,1.208463695,0.69012163,-1.329096339,0.706747929
Wfdc17,1.530376623,0.288016382,-0.401280859,0.684210048,0.014667358,0.991901442
Slfn9,-0.446130084,0.999574161,-0.585459065,0.235240376,0.717003516,0.284669001
Ccdc92b,3.310829149,0.481858017,1.266207459,0.576359519,-1.825524528,0.511471257
Nlrp1a,2.6736267,0.002910588,-1.9144089,0.139128082,2.349905993,0.110975338
Ahnak,-0.225334552,0.999574161,-1.291655092,4.00554E-05,0.540689915,0.280118199
Irgm2,0.211251952,0.999574161,-0.18740352,0.525182779,-0.545144786,0.099654973
9930111J21Rik1,-0.077911299,0.999574161,0.112425857,0.744127276,-0.764671105,0.019019376
Spdl1,0.108368032,0.999574161,2.234811043,1.87216E-14,-0.727294591,0.104696922
Insyn2b,-0.034111884,0.999574161,-0.637579394,0.000941697,0.16862675,0.628622078
Hba-a2,-2.204794961,NA,-1.671980417,NA,-1.969706014,NA
Hba-a1,-2.204495195,0.999574161,-1.472841003,0.603907045,-2.467755155,0.494069393
4932416K20Rik,0.052849869,0.999574161,0.291380237,0.834979043,1.474582412,0.293430126
Fcho1,-0.092432379,0.999574161,-0.459104742,0.015997383,0.105297617,0.764942239
Fam149a,0.326786643,0.999574161,-0.799265503,0.274272505,-0.403561299,0.738145313
Mfhas1,0.453878232,0.139501795,-0.836477436,1.88541E-06,-0.258923838,0.378505527
Ndufaf3,-0.072721757,0.999574161,0.266283646,0.510633434,-0.718300713,0.121580268
Trcg1,-0.281732708,0.999574161,2.327075225,4.93657E-05,0.343485024,0.761258878
Eif3g,0.067254913,0.999574161,1.969712242,3.39907E-38,-1.048314594,2.13783E-07
Mmp27,0.960887173,0.999574161,-1.134728594,0.452682325,0.661749225,0.772871116
Tmem235,-0.753198994,0.999574161,4.002889194,0.127193216,1.77154932,NA
Qrich2,-0.433986569,0.999574161,1.077096073,0.254999898,0.804556739,0.578885926
Gpr179,-0.283579808,0.999574161,1.080433391,0.138872723,2.560117061,0.003115913
Hsf5,-0.720422755,0.999574161,2.340123446,0.000429257,-0.029815484,0.984890863
Ccnd1,0.129556082,0.999574161,0.360453132,0.29930775,-0.985083689,0.014533573
Itgad,0.338331535,0.999574161,-0.586794098,0.099093483,0.169752888,0.787304164
Capza1,-0.158108441,0.999574161,0.5520906,0.080940795,-0.663285093,0.119201921
Nlrp1b,1.653750675,0.000239752,-0.242746402,0.687222014,0.085089428,0.922729969
Tmem256,-0.292303776,0.999574161,-0.049611496,0.941115998,-0.310221577,0.636308614
Art5,-0.862451205,0.999574161,0.341959761,0.815237991,-0.104301125,0.960390758
Serpinh1,-0.11531403,0.999574161,0.147180973,0.900079057,-0.586143779,0.646483261
Tlnrd1,-0.013622628,0.999574161,0.360458938,0.25433283,-0.661297181,0.093839905
Erich6,-0.046432378,0.999574161,2.997583589,8.46094E-05,0.071375992,0.966968553
Fam217b,0.562908161,0.999574161,-0.315818451,0.792167265,0.816310016,0.555381062
Chchd2,-0.193172762,0.999574161,1.314090574,0.003168682,-0.928181064,0.154367771
Tmem132b,-0.653129715,0.999574161,2.389666054,0.000237552,0.658454873,0.573790633
Gm6505,-0.029399833,0.999574161,2.253719534,1.40466E-06,-0.629245491,0.433950585
Spaca4,-0.378666067,0.999574161,2.372121866,0.050648029,-0.947850215,0.658213327
Trmt112-ps2,0.273952705,0.999574161,0.08973501,0.982849423,-0.132363743,0.984048539
Gm572,0.002636819,0.999574161,-1.392586265,0.236886658,0.634833955,0.745855269
Vmn2r84,0.070284285,0.999574161,1.225644366,0.017734233,-0.894562644,0.245092733
Gm10282,-0.001845808,0.999574161,1.039017591,0.224197904,-0.604344389,0.660083901
Rbm44,0.69845019,0.999574161,1.852377842,0.001428101,-1.59865697,0.050578346
Ceacam20,-0.207156226,0.999574161,-0.66466454,0.420343326,1.800464229,0.054390932
Pnmal2,-0.286083907,0.999574161,-1.034969068,0.63207487,2.247949476,0.376341399
Cited4,1.52283551,0.89576735,-0.891314323,0.60036684,1.501542261,0.442941218
Bicra,0.033566048,0.999574161,-0.898413463,0.009628323,0.729359552,0.141996229
NA,0.250591549,0.999574161,-0.844648897,0.004273825,0.598890011,0.164948395
Aurkc,0.052065214,0.999574161,2.782980596,0.236368034,-0.616504743,0.880847592
Vmn2r30,-0.313013067,0.999574161,2.90815052,0.146862502,0.346251498,NA
Zfp804a,0.031297419,0.999574161,0.603056852,0.722889078,1.739816051,0.359317414
Skint3,-0.273233188,0.999574161,-0.600654469,0.544874632,0.394040429,0.789854444
Lilra5,0.389897094,0.999574161,-0.488078409,0.538597947,0.35138989,0.763538566
Ldlrad1,-0.705324842,0.999574161,0.196719483,0.916262165,1.276321035,0.492744341
Gad1,-0.531819964,0.930194188,-1.357162692,0.000647436,0.975519959,0.090253248
Gm13288,0.074390192,0.999574161,-0.528861127,0.656468738,0.270834315,0.876412493
Klhl9,0.04328452,0.999574161,-0.014410995,0.977931792,-0.505721469,0.206558344
Speer4d,-0.045712152,0.999574161,0.224339406,0.978218248,6.097540211,NA
Gm19680,2.57997112,0.999574161,1.77579952,0.57807234,-5.794495792,0.107934308
Actl7a,0.010408743,0.999574161,1.889806866,0.001232271,-1.173411214,0.191281936
Actl7b,-1.21241032,0.999574161,0.941344957,0.743126808,2.377674419,NA
Ccl19,-0.005358291,0.999574161,0.520911569,0.78613852,1.321096836,0.554598549
Ndufb6,-0.266392252,0.999574161,1.400061201,0.004648162,0.520716581,0.538986752
Gm10309,-0.136877631,0.999574161,-2.442846783,5.06431E-09,2.439842562,6.79893E-06
Camkmt,0.188473745,0.999574161,-1.124129187,0.00019854,0.431267798,0.38301774
Impdh2-ps,1.00507309,0.999574161,0.959673458,0.779866386,0.527437883,0.910591443
Rasgrp3,-0.096014527,0.999574161,0.358501686,0.140708663,-0.461469282,0.154549292
Treml2,-0.373701708,0.999574161,-1.030341855,0.000798969,0.256166213,0.647642695
Ptges3,0.213210794,0.999574161,1.988353589,3.94527E-17,-1.418704242,6.79893E-06
Lrrc73,-0.573202182,0.999574161,1.428016629,0.222847094,0.966151041,0.601602227
Jund,-0.285604994,0.999574161,-0.188163338,0.57052754,-0.289189805,0.500556069
Rpl36a-ps3,-18.8590158,NA,0.422218263,NA,24.00273158,NA
Srsf3,-0.107465765,0.999574161,0.972746511,0.000449283,-0.855301101,0.025897728
Arhgef10,-0.209197121,0.999574161,-0.599047078,0.025890085,0.314728105,0.471239432
Naip5,0.297442288,0.999574161,-0.668661634,0.018115634,0.229319474,0.64218029
Cecr2,-0.512522547,0.923527246,0.112347419,0.847321403,2.019787826,1.74858E-05
2210408I21Rik,-0.161920321,0.999574161,-1.391542012,0.000277289,0.690343349,0.247525979
Zfp946,0.23874327,0.999574161,0.100438294,0.847321403,-0.419375933,0.453276752
Zfp942,-0.244623215,0.999574161,0.411313018,0.16087112,-0.562228352,0.146745854
Rps8-ps1,0.433956313,0.999574161,1.040368888,0.459209005,-0.667881545,0.756853423
Tcp10a,1.520391837,0.999574161,3.829903919,0.082775437,-0.221544808,NA
Lsmem1,-0.205623927,0.999574161,0.868527134,0.494526343,-0.488774113,0.805286551
C1qtnf9,-0.246105447,0.999574161,1.940136639,0.174352833,0.617422322,0.804512899
Map3k5,-0.015215814,0.999574161,-1.138238764,9.34599E-07,0.603715773,0.078340649
Hpcal1,0.265079034,0.999574161,-1.171990325,9.23034E-05,2.635799136,1.42108E-13
Grid2,0.001961895,0.999574161,-0.205311484,0.906545824,1.701911118,0.293430126
Psmg4,-0.062637533,0.999574161,1.162002708,0.001976445,-0.719936516,0.204931263
H2ac7,-0.635926163,0.999574161,-0.076027131,0.941712502,0.441983429,0.667595629
Nutf2-ps1,0.071143226,0.999574161,2.452595227,6.39145E-20,-1.07692058,0.00494931
H2ac13,-0.090757362,0.999574161,0.133754986,0.827242769,-0.194643248,0.800781428
Atp5md,-0.174407094,0.999574161,1.65192226,6.10729E-09,-0.680819439,0.115914839
Gm10335,-0.381481757,0.999574161,1.026826901,0.521979154,0.772236258,0.746827952
3425401B19Rik,-0.195746158,0.999574161,-0.950686035,0.207885022,0.948476104,0.375686667
Nt5dc2,0.295443652,0.999574161,1.75996425,0.00114019,-1.540240738,0.044015345
Tigit,0.305718727,0.999574161,-0.14979319,0.883278455,1.729564646,0.046077118
